label,conductor,delta,rank,a_invariants_raw
588d1,588,-1.75722E+13,0,"[0, 1, 0, 6403, 44463]"
5880,588,1936973136,0,"[0, 1, 0, -457, 2960]"
588f1,588,-276710448,0,"[0, 1, 0, -65, 804]"
590a1,590,-256723750,0,"[1, 0, 1, 156, 176]"
590b1,590,-75520,0,"[1, -1, 0, 1, 13]"
590c1,590,-11800,1,"[1, -1, 0, 1, 5]"
590d1,590,-18880000,1,"[1, 0, 0, -350, 2500]"
591a1,591,1773,1,"[0, -1, 1, -3, 2]"
592a1,592,9472,1,"[0, 1, 0, -9, -13]"
592b1,592,9472,0,"[0, 1, 0, -33, -85]"
592c1,592,151552,0,"[0, 0, 0, -16, -16]"
592d1,592,9472,1,"[0, 1, 0, -5, -1]"
5920,592,151552,1,"[0, -1, 0, -53, -131]"
593a1,593,-593,1,"[1, 0, 1, -2, 1]"
593b1,593,-351649,0,"[1, 0, 0, -7, -30]"
594a1,594,-42768,1,"[1, -1, 0, -18, 36]"
594b1,594,-5346,0,"[1, -1, 0, -9, -9]"
594c1,594,-6928416,0,"[1, -1, 0, -4146, 103796]"
594d1,594,-10018660608,1,"[1, -1, 0, -153, 4909]"
5940,594,-7.3036E+12,0,"[1, -1, 1, -1379, -131165]"
594f1,594,-3897234,0,"[1, -1, 1, -83, 325]"
594g1,594,-31177872,0,"[1, -1, 1, -164, -809]"
594h1,594,-9504,0,"[1, -1, 1, -461, -3691]"
595a1,595,-2.84717E+11,0,"[0, -1, 1, -9996, 388876]"
595b1,595,-43750721875,0,"[0, -1, 1, 434, -9589]"
595c1,595,-595,0,"[0, -1, 1, 0, 1]"
598a1,598,-2627612,1,"[1, -1, 0, -112, 492]"
598b1,598,-116413856,1,"[1, -1, 0, 44, 496]"
598c1,598,-13754,0,"[1, 1, 1, -14, -27]"
598d1,598,-901382144,1,"[1, 1, 1, 4, -1443]"
600a1,600,11250000,1,"[0, -1, 0, -383, 3012]"
600b1,600,-19200,1,"[0, -1, 0, 7, -3]"
600c1,600,-3456000,0,"[0, -1, 0, 32, -68]"
600d1,600,-750000,0,"[0, 1, 0, 17, 38]"
6000,600,-349920000,1,"[0, 1, 0, -233, 1563]"
600f1,600,-60000000,0,"[0, -1, 0, 92, -188]"
600g1,600,-5.4675E+12,0,"[0, -1, 0, -5833, 207037]"
600h1,600,-54000000000,0,"[0, 1, 0, 792, -6912]"
600i1,600,-300000000,0,"[0, 1, 0, 167, -37]"
602a1,602,-7955492608,0,"[1, -1, 0, 121, -4291]"
602b1,602,-94725865472,0,"[1, 1, 0, -22564, 1295312]"
602c1,602,-602,0,"[1, -1, 0, -1, -1]"
603a1,603,1809,0,"[1, -1, 0, -3, 0]"
603b1,603,1318761,0,"[1, -1, 1, -29, 28]"
603c1,603,-11868849,0,"[1, -1, 1, -7151, -230952]"
603d1,603,-439587,0,"[0, 0, 1, 15, -23]"
6030,603,-1318761,1,"[1, -1, 0, -9, -54]"
603f1,603,-48843,1,"[0, 0, 1, -111, 450]"
605a1,605,-6.69872E+11,1,"[1, -1, 0, -1414, -44027]"
605b1,605,-97435855,1,"[1, -1, 1, 98, -316]"
605c1,605,-378125,1,"[1, -1, 1, -12, 36]"
606a1,606,-11169792,0,"[1, 0, 1, 35, -136]"
606b1,606,-7272,1,"[1, 0, 1, 4, 2]"
606c1,606,-1818,0,"[1, 1, 1, -33, -87]"
606d1,606,-1.66952E+12,0,"[1, 1, 1, -1314, -65361]"
6060,606,-37698048,1,"[1, 0, 0, -120, 576]"
606f1,606,-785376,0,"[1, 0, 0, -90, 324]"
608a1,608,-77824,1,"[0, 0, 0, -8, -16]"
608b1,608,-10142101504,0,"[0, 0, 0, -56, 4848]"
608c1,608,-9728,0,"[0, 0, 0, 5, 2]"
608d1,608,-77824,1,"[0, 0, 0, -8, 16]"
6080,608,-10142101504,1,"[0, 0, 0, -56, -4848]"
608f1,608,-9728,1,"[0, 0, 0, 5, -2]"
609a1,609,-4263,1,"[1, 1, 0, 0, 3]"
609b1,609,-4513839183,1,"[1, 1, 1, -784, 8720]"
610a1,610,-244000,0,"[1, -1, 0, -35, -75]"
610b1,610,1952000,1,"[1, -1, 0, -164, 848]"
610c1,610,4880,0,"[1, 1, 1, -5, -5]"
611a1,611,-611,0,"[0, 0, 1, -1, 1]"
612a1,612,-117504,0,"[0, 0, 0, -456, 3748]"
612b1,612,-33958656,1,"[0, 0, 0, -24, -284]"
612c1,612,-9517824,1,"[0, 0, 0, -48, 196]"
612d1,612,-5.62018E+11,0,"[0, 0, 0, -14592, 679412]"
614a1,614,-19648,1,"[1, -1, 1, -61, 197]"
614b1,614,-1257472,1,"[1, 0, 0, 27, 1]"
615a1,615,9225,1,"[1, 1, 1, -6, -6]"
615b1,615,-56041875,1,"[0, 1, 1, 79, -214]"
616a1,616,-42499072,1,"[0, 0, 0, 85, 86]"
616b1,616,-7.6223E+12,0,"[0, -1, 0, 3828, 95348]"
616c1,616,-216832,0,"[0, 1, 0, -12, -32]"
616d1,616,-16696064,1,"[0, -1, 0, -1, 197]"
6160,616,1232,1,"[0, 0, 0, -26, -51]"
618a1,618,-4944,1,"[1, 1, 0, 2, 4]"
618b1,618,-162004992,1,"[1, 1, 0, -2819, -58803]"
618c1,618,-5562,1,"[1, 0, 1, -21, 34]"
618d1,618,-23646998736,1,"[1, 0, 1, 325, -7018]"
6180,618,-9888,1,"[1, 1, 1, 1, 5]"
618f1,618,-461334528,1,"[1, 0, 0, -185, 1401]"
618g1,618,-79104,0,"[1, 0, 0, -1484, -22128]"
620a1,620,-39680,1,"[0, 1, 0, -101, 359]"
620b1,620,48050000,1,"[0, 0, 0, -1052, 13129]"
620c1,620,-39680,1,"[0, 0, 0, 8, 4]"
621a1,621,4074381,0,"[1, -1, 0, -123, 548]"
621b1,621,5589,1,"[1, -1, 1, -14, -16]"
622a1,622,-39808,1,"[1, -1, 1, 8, -5]"
623a1,623,-10470761,1,"[1, 1, 0, 28, 157]"
624a1,624,-8112,1,"[0, -1, 0, -3, 6]"
624b1,624,-73008,1,"[0, -1, 0, 5, -14]"
624c1,624,16848,0,"[0, -1, 0, -7, -2]"
624d1,624,1872,0,"[0, 1, 0, -3, 0]"
6240,624,2075690448,0,"[0, 1, 0, -651, -6228]"
624f1,624,1872,1,"[0, 1, 0, -39, -108]"
624g1,624,151632,1,"[0, -1, 0, -13, 4]"
624h1,624,-159744,0,"[0, 1, 0, 8, 20]"
624i1,624,-8.47988E+11,0,"[0, 1, 0, -312, -44460]"
624j1,624,1872,0,"[0, 1, 0, -5, -6]"
626a1,626,1252,1,"[1, -1, 0, -7, 9]"
626b1,626,-164102144,0,"[1, 0, 1, -2210, 39796]"
627a1,627,-627,0,"[0, 1, 1, -1, -2]"
627b1,627,-497763387,0,"[0, 1, 1, -363, -2995]"
628a1,628,-40192,0,"[0, -1, 0, 4, 8]"
629a1,629,-181781,1,"[1, -1, 0, 11, -18]"
629b1,629,14638717,0,"[0, 0, 1, -211, 1165]"
629c1,629,3090277,1,"[0, 0, 1, -40, 48]"
629d1,629,-1178847269,1,"[1, -1, 1, -171, 1904]"
630a1,630,185220,0,"[1, -1, 0, -105, 441]"
630b1,630,37174394880,0,"[1, -1, 0, -5124, 142160]"
630c1,630,-6.77221E+11,0,"[1, -1, 0, 1890, -24300]"
630d1,630,-137168640,1,"[1, -1, 0, 90, 436]"
6300,630,-2041200,1,"[1, -1, 0, 21, 53]"
630f1,630,2821754880,0,"[1, -1, 0, -369, 1053]"
630g1,630,2.71001E+13,0,"[1, -1, 1, -46118, -3792203]"
630h1,630,1512000,0,"[1, -1, 1, -47, 119]"
630i1,630,4408992000,0,"[1, -1, 1, -4478, -114163]"
630j1,630,1224720,0,"[1, -1, 1, -32, 51]"
632a1,632,80896,1,"[0, 1, 0, -16, 16]"
633a1,633,-1384371,1,"[1, 1, 1, -17, -70]"
635a1,635,-15875,1,"[0, 1, 1, 5, 6]"
635b1,635,-635,1,"[0, -1, 1, -10, 16]"
637a1,637,-31213,1,"[1, -1, 0, -107, 454]"
637b1,637,-10706059,0,"[0, -1, 1, -359, -2507]"
637c1,637,-3672178237,1,"[1, -1, 0, -5252, -145223]"
637d1,637,-10706059,1,"[0, 0, 1, 49, -86]"
639a1,639,-465831,1,"[1, -1, 1, 4, -34]"
640a1,640,640,1,"[0, 0, 0, -13, -18]"
640b1,640,640,1,"[0, 0, 0, -13, 18]"
640c1,640,-6400,0,"[0, 0, 0, -2, -4]"
640d1,640,-160000,0,"[0, -1, 0, -15, -25]"
6400,640,3200,0,"[0, -1, 0, -66, 230]"
640f1,640,3200,0,"[0, 1, 0, -66, -230]"
640g1,640,-6400,1,"[0, 0, 0, -2, 4]"
640h1,640,-160000,1,"[0, 1, 0, -15, 25]"
642a1,642,2958336,0,"[1, 1, 0, -49, 85]"
642b1,642,-454913496,0,"[1, 0, 1, 140, -790]"
642c1,642,-71000064,1,"[1, 1, 1, 79, 335]"
643a1,643,-643,2,"[1, 0, 0, -4, 3]"
644a1,644,-883568,1,"[0, 1, 0, 6, -43]"
644b1,644,-18032,1,"[0, -1, 0, 2, -7]"
645a1,645,-17415,0,"[1, 1, 0, 2, 7]"
645b1,645,29025,0,"[1, 1, 0, -22, 31]"
645c1,645,-9.50699E+12,0,"[0, -1, 1, -16780, 855303]"
645d1,645,-783675,0,"[0, -1, 1, -18000, -923542]"
6450,645,-8.92655E+12,1,"[0, 1, 1, 1815, 141239]"
645f1,645,-783675,1,"[0, 1, 1, 10, 44]"
646a1,646,392768,0,"[1, -1, 0, -125, -507]"
646b1,646,28377488,0,"[1, 1, 1, -77, -77]"
646c1,646,8861828,0,"[1, 0, 0, -241, 1413]"
646d1,646,25137152,1,"[1, -1, 1, -406, 3237]"
6460,646,113509952,0,"[1, 0, 0, -153, 505]"
648a1,648,-82944,1,"[0, 0, 0, -3, 14]"
648b1,648,1296,1,"[0, 0, 0, -3, -1]"
648c1,648,-60466176,0,"[0, 0, 0, -27, -378]"
648d1,648,944784,1,"[0, 0, 0, -27, 27]"
649a1,649,-7139,1,"[1, 0, 0, -1, 4]"
650a1,650,260000000,1,"[1, -1, 0, -167, -259]"
650b1,650,-85196800,1,"[1, 1, 0, -130, -780]"
650c1,650,-8450,1,"[1, -1, 0, -22, 46]"
650d1,650,-2.1125E+11,0,"[1, 0, 1, 299, 22048]"
6500,650,1.625E+11,0,"[1, 0, 1, -21026, -1175052]"
650f1,650,-26000000,0,"[1, -1, 0, -67, 341]"
650g1,650,-32500,1,"[1, 0, 1, -26, 48]"
650h1,650,-406250,0,"[1, 1, 1, 12, 31]"
650i1,650,-507812500,0,"[1, 1, 1, -638, 6031]"
650j1,650,406250000,0,"[1, 1, 1, -813, 8531]"
650k1,650,-13520000,1,"[1, 1, 1, 12, 181]"
650l1,650,-1.3312E+12,0,"[1, 0, 0, -3263, -90983]"
650m1,650,-132031250,0,"[1, -1, 1, -555, 5197]"
651a1,651,-78810594471,0,"[1, 1, 0, -5596, -164045]"
651b1,651,1953,0,"[1, 1, 0, -3, 0]"
651c1,651,-13671,1,"[1, 0, 1, 3, -5]"
651d1,651,-6028911,1,"[1, 0, 0, 36, -81]"
6510,651,-4271211,0,"[0, 1, 1, 23, -83]"
654a1,654,-11442384,1,"[1, 0, 1, -174, 880]"
654b1,654,-578617344,1,"[1, 1, 1, -56, 1145]"
655a1,655,-3275,2,"[0, 0, 1, -13, 18]"
656a1,656,41984,1,"[0, 0, 0, -11, 10]"
656b1,656,10496,0,"[0, 1, 0, -12, -20]"
656c1,656,671744,0,"[0, -1, 0, -24, -16]"
657a1,657,3142410633,0,"[1, -1, 1, -743, 7494]"
657b1,657,-159651,0,"[0, 0, 1, -57, -167]"
657c1,657,-1436859,1,"[0, 0, 1, 24, -36]"
657d1,657,53217,1,"[1, -1, 1, -11, 10]"
658a1,658,-4.15608E+16,0,"[1, 1, 0, -117008, 18214144]"
658b1,658,21056,0,"[1, 1, 0, -9, 5]"
658c1,658,-64484,0,"[1, 0, 1, 3, 12]"
658d1,658,-1347584,1,"[1, 1, 1, 24, -23]"
6580,658,-4.73315E+11,1,"[1, -1, 1, 1668, 19775]"
658f1,658,-5264,1,"[1, -1, 1, -18, 33]"
659a1,659,659,1,"[1, 1, 0, -79, -306]"
659b1,659,-659,0,"[0, 1, 1, -372, 2641]"
660a1,660,-990000,0,"[0, -1, 0, -21, -54]"
660b1,660,-39600,1,"[0, -1, 0, -1, 10]"
660c1,660,-3207600,1,"[0, 1, 0, -41, 120]"
660d1,660,-9702990000,0,"[0, 1, 0, 219, -4500]"
662a1,662,-21692416,1,"[1, 0, 1, 32, -210]"
663a1,663,2094417,0,"[1, 1, 0, -262, -1745]"
663b1,663,25857,1,"[1, 1, 1, -539, 4592]"
663c1,663,232713,1,"[1, 0, 0, -33, -72]"
664a1,664,-21248,2,"[0, 0, 0, -7, 10]"
664b1,664,-1328,1,"[0, 1, 0, 1, 2]"
664c1,664,-1328,1,"[0, -1, 0, -3, 4]"
665a1,665,-39916625,1,"[1, 1, 1, 64, 258]"
665b1,665,665,1,"[1, -1, 0, -14, -17]"
665c1,665,-665,1,"[1, 1, 0, -2, 1]"
665d1,665,-18960396875,1,"[0, -1, 1, -210, 6798]"
6650,665,-12635,0,"[0, 0, 1, -97, -368]"
666a1,666,-23304672,0,"[1, -1, 0, -231, -1315]"
666b1,666,-9556372062,0,"[1, -1, 0, 153, -4685]"
666c1,666,-5826168,1,"[1, -1, 0, 18, 108]"
666d1,666,-31968,1,"[1, -1, 1, -26, 57]"
6660,666,-662888448,1,"[1, -1, 1, 13, 1235]"
666f1,666,-186437376,0,"[1, -1, 1, 139, 141]"
666g1,666,-4.45359E+15,0,"[1, -1, 1, -1640858, -808607271]"
669a1,669,-669,1,"[1, 1, 0, -1, -2]"
670a1,670,-26171875000,1,"[1, -1, 0, -524, -8920]"
670b1,670,-16750,1,"[1, 0, 1, 2, 6]"
670c1,670,-10720,1,"[1, -1, 1, -13, 21]"
670d1,670,-175636480,1,"[1, 0, 0, 44, -624]"
672a1,672,-9408,1,"[0, -1, 0, 2, 4]"
672b1,672,-1829677248,1,"[0, 1, 0, 210, 1764]"
672c1,672,254016,0,"[0, -1, 0, -22, 40]"
672d1,672,-1829677248,0,"[0, -1, 0, 210, -1764]"
6720,672,28224,1,"[0, -1, 0, -14, 24]"
672f1,672,28224,1,"[0, 1, 0, -14, -24]"
672g1,672,-9408,0,"[0, 1, 0, 2, -4]"
672h1,672,254016,0,"[0, 1, 0, -22, -40]"
674a1,674,-2696,1,"[1, 0, 1, 3, 0]"
674b1,674,5392,1,"[1, -1, 1, -6, 5]"
674c1,674,-7.23702E+11,1,"[1, -1, 1, 2064, 18771]"
675a1,675,-421875,1,"[0, 0, 1, 0, 31]"
675b1,675,6075,1,"[1, -1, 1, -5, 2]"
675c1,675,-16875,0,"[0, 0, 1, 0, 6]"
675d1,675,69198046875,0,"[1, -1, 1, -1055, -3428]"
6750,675,-263671875,0,"[0, 0, 1, 0, 781]"
675f1,675,4428675,0,"[1, -1, 0, -42, -19]"
675g1,675,-94921875,0,"[0, 0, 1, -75, 531]"
675h1,675,-69198046875,0,"[0, 0, 1, -675, -14344]"
675i1,675,94921875,1,"[1, -1, 0, -117, 166]"
676a1,676,1003976272,0,"[0, 0, 0, -676, -6591]"
676b1,676,-43264,0,"[0, 1, 0, -4, -12]"
676c1,676,-2.08827E+11,0,"[0, 1, 0, -732, -23516]"
676d1,676,456976,0,"[0, 0, 0, -169, 845]"
6760,676,2.20574E+12,0,"[0, 0, 0, -28561, 1856465]"
677a1,677,-677,1,"[1, 1, 1, 2, 0]"
678a1,678,-1356,1,"[1, 1, 0, -12, 12]"
678b1,678,-195264,1,"[1, 0, 1, 6, -20]"
678c1,678,149962752,1,"[1, 1, 1, -148, -427]"
678d1,678,-4048994304,0,"[1, 0, 0, -1661, 26097]"
6780,678,146448,0,"[1, 0, 0, -192, 1008]"
678f1,678,36612,0,"[1, 0, 0, -190, -1024]"
680a1,680,108800,1,"[0, 0, 0, -143, 658]"
680b1,680,-174080,0,"[0, -1, 0, 0, -20]"
680c1,680,2720000,0,"[0, -1, 0, -3540, -79900]"
681a1,681,-18387,1,"[0, -1, 1, -13, 24]"
681b1,681,3042735921,0,"[1, 1, 0, -1154, -15345]"
681c1,681,-2043,2,"[0, -1, 1, 0, 2]"
681d1,681,-18387,0,"[0, 1, 1, -431, -3592]"
6810,681,-13404123,1,"[0, 1, 1, -179, 881]"
682a1,682,-174592,1,"[1, 0, 0, -33, 73]"
682b1,682,-21632647168,1,"[1, -1, 1, 359, -6663]"
684a1,684,-3545856,1,"[0, 0, 0, -192, 1028]"
684b1,684,-113689008,1,"[0, 0, 0, 24, -511]"
684c1,684,-31912704,0,"[0, 0, 0, 24, -268]"
685a1,685,-685,1,"[1, -1, 0, -5, 6]"
688a1,688,-11008,1,"[0, 0, 0, 4, -4]"
688b1,688,-11008,0,"[0, -1, 0, -13, -15]"
688c1,688,-176128,1,"[0, -1, 0, -5, -19]"
689a1,689,689,1,"[1, 0, 0, -14, 19]"
690a1,690,-2119680000,1,"[1, 1, 0, 172, -1968]"
690b1,690,-370215360,0,"[1, 1, 0, 167, -347]"
690c1,690,-3.56427E+18,0,"[1, 1, 0, -22777, -90852059]"
690d1,690,-285660,0,"[1, 1, 0, -12, -36]"
6900,690,114462720,1,"[1, 0, 1, -604, -5734]"
690f1,690,88320,0,"[1, 0, 1, -13, 8]"
690g1,690,-1.25024E+13,0,"[1, 1, 1, -4491, -207687]"
690h1,690,-331200,1,"[1, 1, 1, 4, 29]"
690i1,690,-317400000,0,"[1, 0, 0, 134, -604]"
690j1,690,-8125440,0,"[1, 0, 0, -245, -1503]"
690k1,690,-965779200,0,"[1, 0, 0, -420, 3600]"
692a1,692,-7661824,0,"[0, 1, 0, -52, 180]"
693a1,693,-30255687,0,"[1, -1, 1, 31, -264]"
693b1,693,-392931,1,"[0, 0, 1, 18, -7]"
693c1,693,-392931,0,"[0, 0, 1, -804, -8775]"
693d1,693,1178793,0,"[1, -1, 0, -306, -1985]"
