delta,conductor,rank,regulator,real_period,torsion_order,label,x_ptd,y_ptd,z_ptd,x_mcj,y_mcj,z_mcj
-89856.0,936,1,,,,936a1,100720276992.17924,500000.0,0.0,652304036605.1444,500000.0,0.5
-19408896.0,936,0,,,,936b1,170174587733.56747,500000.0,0.0,652304036605.1444,500000.0,0.5
-53222832.0,936,0,,,,936c1,183208786999.6735,500000.0,0.0,652304036605.1444,500000.0,0.5
1513178336592.0,936,0,,,,936d1,315717329005.81,500000.0,0.0,652304036605.1444,500000.0,0.5
12282192.0,936,1,,,,936e1,164262153410.98233,500000.0,0.0,652304036605.1444,500000.0,0.5
-65505024.0,936,0,,,,936f1,185891708305.26328,500000.0,0.0,652304036605.1444,500000.0,0.5
-5913648.0,936,1,,,,936g1,154818309895.3121,500000.0,0.0,652304036605.1444,500000.0,0.5
1364688.0,936,1,,,,936h1,135871676306.62097,500000.0,0.0,652304036605.1444,500000.0,0.5
1364688.0,936,0,,,,936i1,135871676306.62097,500000.0,0.0,652304036605.1444,500000.0,0.5
1876.0,938,1,,,,938a1,50727824647.469025,500000.0,0.0,652617360798.0801,500000.0,0.5
-77257341952.0,938,1,,,,938b1,277279419823.00415,500000.0,0.0,652617360798.0801,500000.0,0.5
5883136.0,938,1,,,,938c1,154751469923.972,500000.0,0.0,652617360798.0801,500000.0,0.5
122945536.0,938,0,,,,938d1,194026998433.3155,500000.0,0.0,652617360798.0801,500000.0,0.5
-40420871019.0,939,1,,,,939a1,268909210903.5724,500000.0,0.0,652773772457.6934,500000.0,0.5
2817.0,939,1,,,,939b1,55980632620.86224,500000.0,0.0,652773772457.6934,500000.0,0.5
-76059.0,939,1,,,,939c1,98566348277.40425,500000.0,0.0,652773772457.6934,500000.0,0.5
-648477594192640.0,940,0,,,,940a1,394024334803.88153,500000.0,0.0,652930017633.3373,500000.0,0.5
1504000.0,940,0,,,,940b1,137127634565.26476,500000.0,0.0,652930017633.3373,500000.0,0.5
83058400000.0,940,1,,,,940c1,278214930909.3876,500000.0,0.0,652930017633.3373,500000.0,0.5
60160.0,940,1,,,,940d1,95536337366.8268,500000.0,0.0,652930017633.3373,500000.0,0.5
-60160.0,940,0,,,,940e1,95536337366.8268,500000.0,0.0,652930017633.3373,500000.0,0.5
-241152.0,942,0,,,,942a1,113476196508.3904,500000.0,0.0,653242009947.721,500000.0,0.5
-15571204293888.0,942,0,,,,942b1,345839053533.84644,500000.0,0.0,653242009947.721,500000.0,0.5
-607564136448.0,942,1,,,,942c1,303926732009.3243,500000.0,0.0,653242009947.721,500000.0,0.5
-813888.0,942,1,,,,942d1,129193317080.08621,500000.0,0.0,653242009947.721,500000.0,0.5
-38663.0,943,0,,,,943a1,89823617453.40536,500000.0,0.0,653397757791.1473,500000.0,0.5
-15104.0,944,1,,,,944a1,77678807235.42816,500000.0,0.0,653553340559.9869,500000.0,0.5
-15104.0,944,1,,,,944b1,77678807235.42816,500000.0,0.0,653553340559.9869,500000.0,0.5
-120832.0,944,1,,,,944c1,104547402320.27437,500000.0,0.0,653553340559.9869,500000.0,0.5
-944.0,944,0,,,,944d1,41854013788.96653,500000.0,0.0,653553340559.9869,500000.0,0.5
-60416.0,944,2,,,,944e1,95591203958.65897,500000.0,0.0,653553340559.9869,500000.0,0.5
-944.0,944,0,,,,944f1,41854013788.96653,500000.0,0.0,653553340559.9869,500000.0,0.5
-126701535232.0,944,0,,,,944g1,283671369552.58246,500000.0,0.0,653553340559.9869,500000.0,0.5
-247463936.0,944,1,,,,944h1,203065584298.04382,500000.0,0.0,653553340559.9869,500000.0,0.5
-966656.0,944,1,,,,944i1,131415997405.1206,500000.0,0.0,653553340559.9869,500000.0,0.5
-944.0,944,1,,,,944j1,41854013788.96653,500000.0,0.0,653553340559.9869,500000.0,0.5
-483328.0,944,1,,,,944k1,122459799043.50519,500000.0,0.0,653553340559.9869,500000.0,0.5
7568.0,946,0,,,,946a1,68749955049.01802,500000.0,0.0,653864012270.9939,500000.0,0.5
-228932.0,946,1,,,,946b1,112804269915.70697,500000.0,0.0,653864012270.9939,500000.0,0.5
-484352.0,946,0,,,,946c1,122487145218.71042,500000.0,0.0,653864012270.9939,500000.0,0.5
-2696112.0,948,0,,,,948a1,144669433022.45877,500000.0,0.0,654174027863.8546,500000.0,0.5
-398068992.0,948,0,,,,948b1,209207746973.19797,500000.0,0.0,654174027863.8546,500000.0,0.5
-546048.0,948,0,,,,948c1,124036315660.1139,500000.0,0.0,654174027863.8546,500000.0,0.5
-9500000.0,950,1,,,,950a1,160943267141.39746,500000.0,0.0,654483390104.086,500000.0,0.5
-37109375000.0,950,0,,,,950b1,267804762013.48047,500000.0,0.0,654483390104.086,500000.0,0.5
-15200000000.0,950,0,,,,950c1,256271754509.52783,500000.0,0.0,654483390104.086,500000.0,0.5
-14843750.0,950,0,,,,950d1,166709770893.3738,500000.0,0.0,654483390104.086,500000.0,0.5
-2375000.0,950,1,,,,950e1,143030870418.16666,500000.0,0.0,654483390104.086,500000.0,0.5
-133529472.0,954,1,,,,954a1,195094029593.39835,500000.0,0.0,655100165501.6349,500000.0,0.5
-4172796.0,954,0,,,,954b1,150313037785.32132,500000.0,0.0,655100165501.6349,500000.0,0.5
-712157184.0,954,0,,,,954c1,216723584487.67926,500000.0,0.0,655100165501.6349,500000.0,0.5
-18777582.0,954,1,,,,954d1,169747316528.06726,500000.0,0.0,655100165501.6349,500000.0,0.5
-648221294592.0,954,1,,,,954e1,304763686084.3182,500000.0,0.0,655100165501.6349,500000.0,0.5
-309096.0,954,1,,,,954f1,116683520490.39471,500000.0,0.0,655100165501.6349,500000.0,0.5
-5724.0,954,0,,,,954g1,65141606472.23727,500000.0,0.0,655100165501.6349,500000.0,0.5
-183168.0,954,1,,,,954h1,109922598280.3143,500000.0,0.0,655100165501.6349,500000.0,0.5
-1236384.0,954,1,,,,954i1,134595917213.62549,500000.0,0.0,655100165501.6349,500000.0,0.5
-136734179328.0,954,1,,,,954j1,284656013209.55237,500000.0,0.0,655100165501.6349,500000.0,0.5
-8345592.0,954,0,,,,954k1,159269236146.9367,500000.0,0.0,655100165501.6349,500000.0,0.5
-56332746.0,954,0,,,,954l1,183942555080.24796,500000.0,0.0,655100165501.6349,500000.0,0.5
-618192.0,954,0,,,,954m1,125639718852.01012,500000.0,0.0,655100165501.6349,500000.0,0.5
-1865234375.0,955,0,,,,955a1,229164543948.943,500000.0,0.0,655253955278.5707,500000.0,0.5
-3824.0,956,0,,,,956a1,59929626109.28248,500000.0,0.0,655407584103.3297,500000.0,0.5
20231937.0,957,0,,,,957a1,170711210820.70743,500000.0,0.0,655561052312.4559,500000.0,0.5
-25920.0,960,1,,,,960a1,84656895279.47624,500000.0,0.0,656020496595.6885,500000.0,0.5
46080.0,960,1,,,,960b1,92091211621.57652,500000.0,0.0,656020496595.6885,500000.0,0.5
-245760.0,960,0,,,,960c1,113720766515.85747,500000.0,0.0,656020496595.6885,500000.0,0.5
43200.0,960,0,,,,960d1,91257305326.51454,500000.0,0.0,656020496595.6885,500000.0,0.5
-566231040.0,960,0,,,,960e1,213760830513.14203,500000.0,0.0,656020496595.6885,500000.0,0.5
-25920.0,960,0,,,,960f1,84656895279.47624,500000.0,0.0,656020496595.6885,500000.0,0.5
-3932160.0,960,0,,,,960g1,149545559962.3191,500000.0,0.0,656020496595.6885,500000.0,0.5
43200.0,960,1,,,,960h1,91257305326.51454,500000.0,0.0,656020496595.6885,500000.0,0.5
-3932160.0,960,0,,,,960i1,149545559962.3191,500000.0,0.0,656020496595.6885,500000.0,0.5
-360000.0,960,0,,,,960j1,118653363972.7718,500000.0,0.0,656020496595.6885,500000.0,0.5
960.0,960,1,,,,960k1,42071179622.93422,500000.0,0.0,656020496595.6885,500000.0,0.5
46080.0,960,1,,,,960l1,92091211621.57652,500000.0,0.0,656020496595.6885,500000.0,0.5
-360000.0,960,1,,,,960m1,118653363972.7718,500000.0,0.0,656020496595.6885,500000.0,0.5
960.0,960,0,,,,960n1,42071179622.93422,500000.0,0.0,656020496595.6885,500000.0,0.5
-566231040.0,960,0,,,,960o1,213760830513.14203,500000.0,0.0,656020496595.6885,500000.0,0.5
-245760.0,960,0,,,,960p1,113720766515.85747,500000.0,0.0,656020496595.6885,500000.0,0.5
7696.0,962,0,,,,962a1,68966665587.33344,500000.0,0.0,656325995829.0735,500000.0,0.5
-61696.0,964,0,,,,964a1,95862095703.55217,500000.0,0.0,656630860587.9967,500000.0,0.5
4825.0,965,0,,,,965a1,62933950778.095825,500000.0,0.0,656783055862.0333,500000.0,0.5
-15049939968.0,966,1,,,,966a1,256143559145.94183,500000.0,0.0,656935093502.4073,500000.0,0.5
-85501108224.0,966,0,,,,966b1,278589452605.9143,500000.0,0.0,656935093502.4073,500000.0,0.5
-101902222098432.0,966,1,,,,966c1,370112438587.2389,500000.0,0.0,656935093502.4073,500000.0,0.5
-365148.0,966,1,,,,966d1,118836826520.10977,500000.0,0.0,656935093502.4073,500000.0,0.5
-5842368.0,966,1,,,,966e1,154661619966.57138,500000.0,0.0,656935093502.4073,500000.0,0.5
-324440155855872.0,966,0,,,,966f1,385076158189.4856,500000.0,0.0,656935093502.4073,500000.0,0.5
-664731648.0,966,1,,,,966g1,215833126478.36407,500000.0,0.0,656935093502.4073,500000.0,0.5
-101406816.0,966,0,,,,966h1,191538386812.4541,500000.0,0.0,656935093502.4073,500000.0,0.5
-22848457968.0,966,0,,,,966i1,261538227332.80746,500000.0,0.0,656935093502.4073,500000.0,0.5
-69854999176704.0,966,0,,,,966j1,365233547375.5229,500000.0,0.0,656935093502.4073,500000.0,0.5
-34776.0,966,0,,,,966k1,88454558776.13924,500000.0,0.0,656935093502.4073,500000.0,0.5
-340736.0,968,1,,,,968a1,117942756579.64505,500000.0,0.0,657238697185.9358,500000.0,0.5
-219503494144.0,968,0,,,,968b1,290771932277.6753,500000.0,0.0,657238697185.9358,500000.0,0.5
-603634608896.0,968,0,,,,968c1,303842891349.4044,500000.0,0.0,657238697185.9358,500000.0,0.5
-123904.0,968,1,,,,968d1,104871797507.91599,500000.0,0.0,657238697185.9358,500000.0,0.5
-4988715776.0,968,1,,,,968e1,241876179759.4846,500000.0,0.0,657238697185.9358,500000.0,0.5
55233.0,969,0,,,,969a1,94432270280.50252,500000.0,0.0,657390263878.45,500000.0,0.5
-242500000000000.0,970,0,,,,970a1,381314844653.4591,500000.0,0.0,657541674236.029,500000.0,0.5
-970.0,970,0,,,,970b1,42205077846.67734,500000.0,0.0,657541674236.029,500000.0,0.5
-62208.0,972,0,,,,972a1,95968881955.66875,500000.0,0.0,657844027234.0842,500000.0,0.5
-3888.0,972,0,,,,972b1,60144088509.20714,500000.0,0.0,657844027234.0842,500000.0,0.5
-34992.0,972,1,,,,972c1,88534565613.56847,500000.0,0.0,657844027234.0842,500000.0,0.5
-559872.0,972,1,,,,972d1,124359359060.03009,500000.0,0.0,657844027234.0842,500000.0,0.5
973.0,973,0,,,,973a1,42244978227.21029,500000.0,0.0,657994970515.9277,500000.0,0.5
973.0,973,1,,,,973b1,42244978227.21029,500000.0,0.0,657994970515.9277,500000.0,0.5
-249344.0,974,0,,,,974a1,113907837913.24878,500000.0,0.0,658145758745.5798,500000.0,0.5
-3896.0,974,0,,,,974b1,60170647743.55635,500000.0,0.0,658145758745.5798,500000.0,0.5
-31168.0,974,0,,,,974c1,87039242828.40256,500000.0,0.0,658145758745.5798,500000.0,0.5
-15958016.0,974,0,,,,974d1,167645028082.94122,500000.0,0.0,658145758745.5798,500000.0,0.5
-3896.0,974,1,,,,974e1,60170647743.55635,500000.0,0.0,658145758745.5798,500000.0,0.5
-249344.0,974,1,,,,974f1,113907837913.24878,500000.0,0.0,658145758745.5798,500000.0,0.5
-3896.0,974,1,,,,974g1,60170647743.55635,500000.0,0.0,658145758745.5798,500000.0,0.5
-15958016.0,974,1,,,,974h1,167645028082.94122,500000.0,0.0,658145758745.5798,500000.0,0.5
82265625.0,975,1,,,,975a1,188835468845.96948,500000.0,0.0,658296392241.2595,500000.0,0.5
-3046875.0,975,1,,,,975b1,146249753189.42746,500000.0,0.0,658296392241.2595,500000.0,0.5
-92548828125.0,975,0,,,,975c1,279612891747.98773,500000.0,0.0,658296392241.2595,500000.0,0.5
-428466796875.0,975,0,,,,975d1,299414121889.10266,500000.0,0.0,658296392241.2595,500000.0,0.5
-7723828125.0,975,0,,,,975e1,247524384622.57077,500000.0,0.0,658296392241.2595,500000.0,0.5
-6169921875.0,975,1,,,,975f1,244622004596.5881,500000.0,0.0,658296392241.2595,500000.0,0.5
-609375.0,975,0,,,,975g1,125454104590.20848,500000.0,0.0,658296392241.2595,500000.0,0.5
-494325.0,975,1,,,,975h1,122750493027.2569,500000.0,0.0,658296392241.2595,500000.0,0.5
-375378046875.0,975,1,,,,975i1,297704928784.2551,500000.0,0.0,658296392241.2595,500000.0,0.5
-394875.0,975,1,,,,975j1,119848113001.27425,500000.0,0.0,658296392241.2595,500000.0,0.5
-5923125.0,975,1,,,,975k1,154839000152.67392,500000.0,0.0,658296392241.2595,500000.0,0.5
-3997696.0,976,0,,,,976a1,149759136113.54065,500000.0,0.0,658446871320.207,500000.0,0.5
-249856.0,976,0,,,,976b1,113934342667.07904,500000.0,0.0,658446871320.207,500000.0,0.5
-15616.0,976,1,,,,976c1,78109549220.6174,500000.0,0.0,658446871320.207,500000.0,0.5
-20766523392.0,978,0,,,,978a1,260303730988.3196,500000.0,0.0,658747367491.9989,500000.0,0.5
1956.0,978,0,,,,978b1,51267404632.13501,500000.0,0.0,658747367491.9989,500000.0,0.5
3.3941432731044004e+18,978,0,,,,978c1,504666550414.4213,500000.0,0.0,658747367491.9989,500000.0,0.5
-8315988768.0,978,0,,,,978d1,248478862343.1493,500000.0,0.0,658747367491.9989,500000.0,0.5
2934.0,978,1,,,,978e1,56506444822.700264,500000.0,0.0,658747367491.9989,500000.0,0.5
3004416.0,978,1,,,,978f1,146068428438.85434,500000.0,0.0,658747367491.9989,500000.0,0.5
136888704.0,978,1,,,,978g1,195415066305.47675,500000.0,0.0,658747367491.9989,500000.0,0.5
-35208.0,978,0,,,,978h1,88614080098.11177,500000.0,0.0,658747367491.9989,500000.0,0.5
-979.0,979,0,,,,979a1,42324411241.48139,500000.0,0.0,658897385214.4666,500000.0,0.5
10321451129.0,979,1,,,,979b1,251270384915.7198,500000.0,0.0,658897385214.4666,500000.0,0.5
-76832000.0,980,0,,,,980a1,187952545206.04333,500000.0,0.0,659047249779.4578,500000.0,0.5
-7378945280.0,980,0,,,,980b1,246934158221.22638,500000.0,0.0,659047249779.4578,500000.0,0.5
-439040.0,980,1,,,,980c1,121218020454.20012,500000.0,0.0,659047249779.4578,500000.0,0.5
-26353376000.0,980,1,,,,980d1,263382227866.2591,500000.0,0.0,659047249779.4578,500000.0,0.5
-51652616960.0,980,0,,,,980e1,272077385774.63165,500000.0,0.0,659047249779.4578,500000.0,0.5
-9039207968000.0,980,0,,,,980f1,338811910526.47485,500000.0,0.0,659047249779.4578,500000.0,0.5
9411920.0,980,0,,,,980g1,160822909667.95428,500000.0,0.0,659047249779.4578,500000.0,0.5
-62720.0,980,0,,,,980h1,96074792900.79486,500000.0,0.0,659047249779.4578,500000.0,0.5
-2530978231040.0,980,0,,,,980i1,322363840881.44214,500000.0,0.0,659047249779.4578,500000.0,0.5
-6436341.0,981,1,,,,981a1,155912689184.3271,500000.0,0.0,659196961499.3787,500000.0,0.5
-79461.0,981,1,,,,981b1,99131734975.60437,500000.0,0.0,659196961499.3787,500000.0,0.5
-125696.0,982,1,,,,982a1,105057333907.54176,500000.0,0.0,659346520685.6821,500000.0,0.5
-1652742144.0,984,0,,,,984a1,227601729735.2675,500000.0,0.0,659645182698.4926,500000.0,0.5
-283392.0,984,0,,,,984b1,115561703337.33722,500000.0,0.0,659645182698.4926,500000.0,0.5
-4287437568.0,984,1,,,,984c1,239918777413.75818,500000.0,0.0,659645182698.4926,500000.0,0.5
-283392.0,984,1,,,,984d1,115561703337.33722,500000.0,0.0,659645182698.4926,500000.0,0.5
-24625.0,985,0,,,,985a1,83994656117.06198,500000.0,0.0,659794286143.1644,500000.0,0.5
123125.0,985,1,,,,985b1,104790304716.28094,500000.0,0.0,659794286143.1644,500000.0,0.5
-569908.0,986,0,,,,986a1,124588924460.30371,500000.0,0.0,659943238290.5557,500000.0,0.5
-34328576.0,986,1,,,,986b1,177542780074.4876,500000.0,0.0,659943238290.5557,500000.0,0.5
58560512.0,986,1,,,,986c1,184443693501.8378,500000.0,0.0,659943238290.5557,500000.0,0.5
-134096.0,986,1,,,,986d1,105893193181.56439,500000.0,0.0,659943238290.5557,500000.0,0.5
-5712929308672.0,986,1,,,,986e1,332883214513.02966,500000.0,0.0,659943238290.5557,500000.0,0.5
-126208.0,986,1,,,,986f1,105109858626.05586,500000.0,0.0,659943238290.5557,500000.0,0.5
-20727.0,987,0,,,,987a1,81768034085.85646,500000.0,0.0,660092039447.4014,500000.0,0.5
2961.0,987,0,,,,987b1,56624806532.4512,500000.0,0.0,660092039447.4014,500000.0,0.5
-435267.0,987,0,,,,987c1,121106500191.4424,500000.0,0.0,660092039447.4014,500000.0,0.5
-3816212563107.0,987,0,,,,987d1,327669908652.66046,500000.0,0.0,660092039447.4014,500000.0,0.5
-300401572023.0,987,1,,,,987e1,294825941648.98676,500000.0,0.0,660092039447.4014,500000.0,0.5
-112873072.0,988,0,,,,988a1,192922537888.8273,500000.0,0.0,660240689919.5056,500000.0,0.5
-8.747020560149469e+18,988,1,,,,988b1,516898426559.3133,500000.0,0.0,660240689919.5056,500000.0,0.5
-822016.0,988,1,,,,988c1,129321714912.67346,500000.0,0.0,660240689919.5056,500000.0,0.5
-1426672.0,988,0,,,,988d1,136445612197.6689,500000.0,0.0,660240689919.5056,500000.0,0.5
-989.0,989,0,,,,989a1,42455723987.10008,500000.0,0.0,660389190011.7438,500000.0,0.5
29700.0,990,1,,,,990a1,86415867675.01282,500000.0,0.0,660537540028.0674,500000.0,0.5
297000000.0,990,0,,,,990b1,205423255518.35037,500000.0,0.0,660537540028.0674,500000.0,0.5
-780416778240.0,990,0,,,,990c1,307161783246.4534,500000.0,0.0,660537540028.0674,500000.0,0.5
-801900000.0,990,0,,,,990d1,218257124214.05795,500000.0,0.0,660537540028.0674,500000.0,0.5
-92378880.0,990,1,,,,990e1,190333602006.38965,500000.0,0.0,660537540028.0674,500000.0,0.5
-320760.0,990,0,,,,990f1,117162133093.95126,500000.0,0.0,660537540028.0674,500000.0,0.5
3.2692368310272e+17,990,0,,,,990g1,474430230692.89667,500000.0,0.0,660537540028.0674,500000.0,0.5
21651300.0,990,0,,,,990i1,171587298988.09686,500000.0,0.0,660537540028.0674,500000.0,0.5
153964800.0,990,1,,,,990j1,196934012053.42795,500000.0,0.0,660537540028.0674,500000.0,0.5
779446800.0,990,0,,,,990k1,217890172815.68903,500000.0,0.0,660537540028.0674,500000.0,0.5
-620991360.0,990,0,,,,990l1,214953638130.3327,500000.0,0.0,660537540028.0674,500000.0,0.5
235516723200.0,990,1,,,,990h3,291681753050.7791,500000.0,0.0,660537540028.0674,500000.0,0.5
-7952.0,994,1,,,,994a1,69389478377.7659,500000.0,0.0,661129445381.0984,500000.0,0.5
-1355585392.0,994,0,,,,994b1,225040743667.44382,500000.0,0.0,661129445381.0984,500000.0,0.5
-442640128.0,994,0,,,,994c1,210579082007.0949,500000.0,0.0,661129445381.0984,500000.0,0.5
-641376512.0,994,1,,,,994d1,215370981976.34134,500000.0,0.0,661129445381.0984,500000.0,0.5
1988.0,994,0,,,,994e1,51477081654.5351,500000.0,0.0,661129445381.0984,500000.0,0.5
127232.0,994,1,,,,994f1,105214271824.22754,500000.0,0.0,661129445381.0984,500000.0,0.5
6383992832.0,994,1,,,,994g1,245062710547.1921,500000.0,0.0,661129445381.0984,500000.0,0.5
-4975.0,995,0,,,,995a1,63329524415.06498,500000.0,0.0,661277049545.0271,500000.0,0.5
-24875.0,995,1,,,,995b1,84125173014.28398,500000.0,0.0,661277049545.0271,500000.0,0.5
-968112.0,996,0,,,,996a1,131435444771.65076,500000.0,0.0,661424505437.5455,500000.0,0.5
-33876175104.0,996,1,,,,996b1,266626908083.37708,500000.0,0.0,661424505437.5455,500000.0,0.5
-573696.0,996,1,,,,996c1,124674522561.57034,500000.0,0.0,661424505437.5455,500000.0,0.5
997.0,997,1,,,,997a1,42559821734.12555,500000.0,0.0,661571813356.2383,500000.0,0.5
997.0,997,2,,,,997b1,42559821734.12555,500000.0,0.0,661571813356.2383,500000.0,0.5
997.0,997,2,,,,997c1,42559821734.12555,500000.0,0.0,661571813356.2383,500000.0,0.5
-728271.0,999,1,,,,999a1,127757146969.62607,500000.0,0.0,661865986458.0131,500000.0,0.5
-999.0,999,1,,,,999b1,42585715656.54202,500000.0,0.0,661865986458.0131,500000.0,0.5
-1864582578859.0,1001,1,,,,1001a1,318415568846.2566,500000.0,0.0,662159571213.1919,500000.0,0.5
-17320303.0,1001,0,,,,1001b1,168703497316.8306,500000.0,0.0,662159571213.1919,500000.0,0.5
-11022011.0,1001,2,,,,1001c1,162863369075.27597,500000.0,0.0,662159571213.1919,500000.0,0.5
-4382748.0,1002,0,,,,1002a1,150947327729.42706,500000.0,0.0,662306143695.3234,500000.0,0.5
-12608077824.0,1002,0,,,,1002b1,253856062010.26657,500000.0,0.0,662306143695.3234,500000.0,0.5
-6390046584.0,1002,1,,,,1002c1,245074957404.1266,500000.0,0.0,662306143695.3234,500000.0,0.5
-96192.0,1002,1,,,,1002d1,101600689862.80466,500000.0,0.0,662306143695.3234,500000.0,0.5
-1731456.0,1002,1,,,,1002e1,138947365328.78143,500000.0,0.0,662306143695.3234,500000.0,0.5
-1003.0,1003,1,,,,1003a1,42637348344.47505,500000.0,0.0,662452569970.4657,500000.0,0.5
-17051.0,1003,0,,,,1003b1,79245476346.44519,500000.0,0.0,662452569970.4657,500000.0,0.5
-59354531.0,1003,0,,,,1003c1,184617712427.77075,500000.0,0.0,662452569970.4657,500000.0,0.5
-3491443.0,1003,1,,,,1003d1,148009584425.8006,500000.0,0.0,662452569970.4657,500000.0,0.5
254390625.0,1005,0,,,,1005a1,203422284727.05014,500000.0,0.0,662744985064.4902,500000.0,0.5
-890163675.0,1005,1,,,,1005b1,219606360195.43903,500000.0,0.0,662744985064.4902,500000.0,0.5
-8048.0,1006,1,,,,1006a1,69544532993.97742,500000.0,0.0,662890974463.5531,500000.0,0.5
-32192.0,1006,0,,,,1006b1,87456929717.20822,500000.0,0.0,662890974463.5531,500000.0,0.5
-8048.0,1006,1,,,,1006c1,69544532993.97742,500000.0,0.0,662890974463.5531,500000.0,0.5
-515072.0,1006,1,,,,1006d1,123281723163.66983,500000.0,0.0,662890974463.5531,500000.0,0.5
-2060288.0,1006,1,,,,1006e1,141194119886.90063,500000.0,0.0,662890974463.5531,500000.0,0.5
-19266931.0,1007,1,,,,1007a1,170079730191.58005,500000.0,0.0,663036818815.996,500000.0,0.5
2204496.0,1008,1,,,,1008a1,142068270271.33508,500000.0,0.0,663182518409.7527,500000.0,0.5
3024.0,1008,1,,,,1008b1,56896838958.25104,500000.0,0.0,663182518409.7527,500000.0,0.5
-15431472.0,1008,0,,,,1008c1,167211497824.74036,500000.0,0.0,663182518409.7527,500000.0,0.5
-21168.0,1008,0,,,,1008d1,82040066511.6563,500000.0,0.0,663182518409.7527,500000.0,0.5
-756142128.0,1008,0,,,,1008e1,217497952931.55087,500000.0,0.0,663182518409.7527,500000.0,0.5
-5225472.0,1008,0,,,,1008f1,153219744784.4855,500000.0,0.0,663182518409.7527,500000.0,0.5
244944.0,1008,1,,,,1008g1,113677793166.97372,500000.0,0.0,663182518409.7527,500000.0,0.5
-1306368.0,1008,1,,,,1008h1,135307348061.25468,500000.0,0.0,663182518409.7527,500000.0,0.5
-83607552.0,1008,1,,,,1008i1,189044538230.94714,500000.0,0.0,663182518409.7527,500000.0,0.5
-15431472.0,1008,1,,,,1008j1,167211497824.74036,500000.0,0.0,663182518409.7527,500000.0,0.5
-188116992.0,1008,0,,,,1008k1,199522618612.07767,500000.0,0.0,663182518409.7527,500000.0,0.5
-48157949952.0,1008,0,,,,1008l1,271172205505.00092,500000.0,0.0,663182518409.7527,500000.0,0.5
-1714608.0,1008,0,,,,1008m1,138821020720.379,500000.0,0.0,663182518409.7527,500000.0,0.5
-5050000000.0,1010,1,,,,1010a1,242033942400.01227,500000.0,0.0,663473484468.6632,500000.0,0.5
-80800.0,1010,1,,,,1010b1,99347654081.4676,500000.0,0.0,663473484468.6632,500000.0,0.5
-81891.0,1011,0,,,,1011a1,99520953047.09854,500000.0,0.0,663618751505.4156,500000.0,0.5
3033.0,1011,0,,,,1011b1,56935237390.556526,500000.0,0.0,663618751505.4156,500000.0,0.5
-797600789912432.0,1012,0,,,,1012a1,396698746184.6685,500000.0,0.0,663763874926.6858,500000.0,0.5
-23555312.0,1012,1,,,,1012b1,172676361876.7343,500000.0,0.0,663763874926.6858,500000.0,0.5
-5387888.0,1012,1,,,,1012c1,153615237107.6469,500000.0,0.0,663763874926.6858,500000.0,0.5
-93104.0,1012,0,,,,1012d1,101179087902.27084,500000.0,0.0,663763874926.6858,500000.0,0.5
-4112784.0,1014,1,,,,1014a1,150125861416.1524,500000.0,0.0,664053692056.6788,500000.0,0.5
-152234930075904.0,1014,0,,,,1014b1,375299097634.824,500000.0,0.0,664053692056.6788,500000.0,0.5
-8541936.0,1014,1,,,,1014c1,159569704931.8226,500000.0,0.0,664053692056.6788,500000.0,0.5
-19851622826256.0,1014,0,,,,1014d1,348977094261.38336,500000.0,0.0,664053692056.6788,500000.0,0.5
-999285694857216.0,1014,0,,,,1014e1,399611573834.69476,500000.0,0.0,664053692056.6788,500000.0,0.5
-31539456.0,1014,1,,,,1014f1,176447864789.59308,500000.0,0.0,664053692056.6788,500000.0,0.5
-41230293562224.0,1014,0,,,,1014g1,358420937777.0535,500000.0,0.0,664053692056.6788,500000.0,0.5
-147175.0,1015,0,,,,1015a1,107095709912.32602,500000.0,0.0,664198386330.2561,500000.0,0.5
-6.095540060410757e+18,1015,1,,,,1015b1,512231910131.1894,500000.0,0.0,664198386330.2561,500000.0,0.5
-5075.0,1015,1,,,,1015c1,63586668483.00568,500000.0,0.0,664198386330.2561,500000.0,0.5
260096.0,1016,0,,,,1016a1,114453330621.12714,500000.0,0.0,664342938118.0657,500000.0,0.5
-3051.0,1017,1,,,,1017a1,57011693607.49092,500000.0,0.0,664487347700.4537,500000.0,0.5
-3051.0,1017,1,,,,1017b1,57011693607.49092,500000.0,0.0,664487347700.4537,500000.0,0.5
-3051.0,1017,1,,,,1017c1,57011693607.49092,500000.0,0.0,664487347700.4537,500000.0,0.5
-3051.0,1017,1,,,,1017d1,57011693607.49092,500000.0,0.0,664487347700.4537,500000.0,0.5
-2224179.0,1017,0,,,,1017e1,142183124920.57498,500000.0,0.0,664487347700.4537,500000.0,0.5
-2224179.0,1017,0,,,,1017f1,142183124920.57498,500000.0,0.0,664487347700.4537,500000.0,0.5
-2224179.0,1017,0,,,,1017g1,142183124920.57498,500000.0,0.0,664487347700.4537,500000.0,0.5
-2224179.0,1017,0,,,,1017h1,142183124920.57498,500000.0,0.0,664487347700.4537,500000.0,0.5
-1621426491.0,1017,0,,,,1017i1,227354556233.659,500000.0,0.0,664487347700.4537,500000.0,0.5
82377.0,1017,0,,,,1017j1,99597409264.03296,500000.0,0.0,664487347700.4537,500000.0,0.5
-2224179.0,1017,0,,,,1017k1,142183124920.57498,500000.0,0.0,664487347700.4537,500000.0,0.5
-1621426491.0,1017,0,,,,1017l1,227354556233.659,500000.0,0.0,664487347700.4537,500000.0,0.5
