delta,conductor,rank,regulator,real_period,torsion_order,label
819456.0,6402,1,,,,6402k1
3272087808.0,6402,1,,,,6402l1
3802788.0,6402,0,,,,6402m1
7011489247488.0,6402,0,,,,6402n1
15211152.0,6402,1,,,,6402o1
315418447872.0,6402,1,,,,6402p1
35046494208.0,6402,0,,,,6402q1
81394925568.0,6402,0,,,,6402r1
2289947666688.0,6402,0,,,,6402s1
15576219648.0,6402,1,,,,6402t1
765872911125.0,6405,0,,,,6405a1
7183291540005.0,6405,0,,,,6405b1
-4707675.0,6405,2,,,,6405c1
-1134626535.0,6405,1,,,,6405d1
-1.1413294879293125e+19,6405,1,,,,6405e1
32025.0,6405,1,,,,6405f1
62548828125.0,6405,1,,,,6405g1
-4863796875.0,6405,1,,,,6405h1
160125.0,6405,0,,,,6405i1
4503515625.0,6405,1,,,,6405j1
7.97751880891915e+17,6405,0,,,,6405k1
6104765625.0,6405,1,,,,6405l1
778531753125.0,6405,1,,,,6405m1
-1765134907.0,6407,1,,,,6407a1
1345372416.0,6408,0,,,,6408a1
-49828608.0,6408,2,,,,6408b1
66438144.0,6408,1,,,,6408c1
2416193.0,6409,0,,,,6409a1
408336617.0,6409,0,,,,6409b1
-910904761.0,6409,0,,,,6409c1
-801250.0,6410,0,,,,6410a1
-13127680.0,6410,1,,,,6410b1
1640960000.0,6410,0,,,,6410c1
40062500.0,6410,0,,,,6410d1
64100.0,6410,0,,,,6410e1
126187713.0,6411,1,,,,6411a1
8797264.0,6412,1,,,,6412a1
8797264.0,6412,1,,,,6412b1
-25648.0,6412,1,,,,6412c1
-1256752.0,6412,0,,,,6412d1
-70543.0,6413,1,,,,6413a1
-124971227623.0,6413,1,,,,6413b1
-10502230211.0,6413,0,,,,6413c1
-1.860534145482937e+16,6413,0,,,,6413d1
-6623475064019.0,6413,0,,,,6413e1
-3738779.0,6413,2,,,,6413f1
-93892733.0,6413,0,,,,6413g1
-3861485962323077.0,6413,0,,,,6413h1
-1.860534145482937e+16,6413,0,,,,6413i1
-54739463339.0,6413,1,,,,6413j1
-6537250603008.0,6414,1,,,,6414a1
276101668494.0,6414,1,,,,6414b1
-153936.0,6414,1,,,,6414c1
-6234408.0,6414,1,,,,6414d1
-20660940177408.0,6414,1,,,,6414e1
-19242.0,6414,1,,,,6414f1
519534.0,6414,1,,,,6414g1
-1.9322699167884096e+16,6414,0,,,,6414h1
923616.0,6414,0,,,,6414i1
-307872.0,6414,1,,,,6414j1
-1231488.0,6414,1,,,,6414k1
-3284992.0,6416,0,,,,6416a1
6569984.0,6416,0,,,,6416b1
14033979.0,6417,1,,,,6417a1
-18500211.0,6417,0,,,,6417b1
19251.0,6417,0,,,,6417c1
19251.0,6417,2,,,,6417d1
-10183779.0,6417,1,,,,6417e1
14033979.0,6417,1,,,,6417f1
-519777.0,6417,1,,,,6417g1
378917433.0,6417,1,,,,6417h1
-145017783.0,6417,1,,,,6417i1
318109900104459.0,6417,1,,,,6417j1
-121379884371.0,6417,1,,,,6417k1
-14033979.0,6417,1,,,,6417l1
-1305160047.0,6417,0,,,,6417m1
-6418.0,6418,1,,,,6418a1
205376.0,6418,1,,,,6418b1
-314531.0,6419,0,,,,6419a1
-37004257619.0,6419,0,,,,6419b1
-15412019.0,6419,1,,,,6419c1
6420000000.0,6420,0,,,,6420a1
410880.0,6420,1,,,,6420b1
299531520.0,6420,1,,,,6420c1
-3.1360813249765376e+16,6422,0,,,,6422a1
-2934699872.0,6422,0,,,,6422b1
-4711660644496.0,6422,0,,,,6422c1
-1.3153678445674392e+23,6422,1,,,,6422d1
-19075549168.0,6422,0,,,,6422e1
-733674968.0,6422,0,,,,6422f1
-976144.0,6422,0,,,,6422g1
-45304429274.0,6422,0,,,,6422h1
-724870868384.0,6422,1,,,,6422i1
-2.7251292615213056e+16,6422,1,,,,6422j1
-3009721088.0,6424,0,,,,6424a1
-20078125.0,6425,0,,,,6425a1
-1.525456644907991e+17,6426,1,,,,6426a1
-20299418573364.0,6426,1,,,,6426b1
-25708832352.0,6426,1,,,,6426c1
-86345699328.0,6426,0,,,,6426d1
-1245217561750764.0,6426,0,,,,6426e1
-4721220756.0,6426,2,,,,6426f1
-32356593303552.0,6426,0,,,,6426g1
-3524372409470976.0,6426,1,,,,6426h1
-873936.0,6426,1,,,,6426i1
-1402270946528256.0,6426,0,,,,6426j1
-55931904.0,6426,1,,,,6426k1
-74954100722256.0,6426,1,,,,6426l1
-13982976.0,6426,1,,,,6426m1
-65583756.0,6426,1,,,,6426n1
-2707672212.0,6426,0,,,,6426o1
-1.1120578941379255e+20,6426,1,,,,6426p1
-27845567316.0,6426,1,,,,6426q1
-1923554110464.0,6426,1,,,,6426r1
-35265888.0,6426,1,,,,6426s1
-3714228.0,6426,1,,,,6426t1
-4834530054144.0,6426,1,,,,6426u1
-637099344.0,6426,1,,,,6426v1
-89964.0,6426,0,,,,6426w1
-3441769931124.0,6426,0,,,,6426x1
-118444032.0,6426,1,,,,6426y1
-40774358016.0,6426,1,,,,6426z1
-9.07763602516307e+17,6426,1,,,,6426ba1
-102817696464.0,6426,1,,,,6426bb1
-10193589504.0,6426,1,,,,6426bc1
-2.358795651828941e+16,6426,1,,,,6426bd1
6427.0,6427,1,,,,6427a1
-102880000.0,6430,2,,,,6430a1
-160750.0,6430,0,,,,6430b1
-4597678166869.0,6431,0,,,,6431a1
-861888.0,6432,1,,,,6432a1
-823296.0,6432,1,,,,6432b1
-3695775744.0,6432,0,,,,6432c1
-11087327232.0,6432,0,,,,6432d1
4677466176.0,6432,0,,,,6432e1
-66686976.0,6432,2,,,,6432f1
-861888.0,6432,1,,,,6432g1
-823296.0,6432,1,,,,6432h1
-200060928.0,6432,1,,,,6432i1
-200060928.0,6432,2,,,,6432j1
-3695775744.0,6432,1,,,,6432k1
-11087327232.0,6432,1,,,,6432l1
4677466176.0,6432,1,,,,6432m1
-66686976.0,6432,1,,,,6432n1
-15445633.0,6433,1,,,,6433a1
-19350849375.0,6435,1,,,,6435a1
-179439975.0,6435,1,,,,6435b1
-130811741775.0,6435,1,,,,6435c1
-26544375.0,6435,1,,,,6435d1
-42220035.0,6435,0,,,,6435e1
156096851625.0,6435,1,,,,6435f1
-6966305775.0,6435,1,,,,6435g1
2541020625.0,6435,1,,,,6435h1
-13030875.0,6435,0,,,,6435i1
1563705.0,6435,0,,,,6435j1
-86003775.0,6435,0,,,,6435k1
-1376386171875.0,6435,0,,,,6435l1
-3.9749324859515445e+19,6435,0,,,,6435m1
-85495570875.0,6435,0,,,,6435n1
-263917.0,6437,0,,,,6437a1
-3149186463198.0,6438,0,,,,6438a1
-927072.0,6438,0,,,,6438b1
-9094042326528.0,6438,0,,,,6438c1
-1720645632.0,6438,0,,,,6438d1
-552230000.0,6440,1,,,,6440a1
-238473200.0,6440,2,,,,6440b1
-118496000.0,6440,1,,,,6440c1
-281750000.0,6440,1,,,,6440d1
-4417840.0,6440,1,,,,6440e1
3155600000000.0,6440,1,,,,6440f1
1030400.0,6440,1,,,,6440g1
4121600.0,6440,1,,,,6440h1
-7112722400000.0,6440,0,,,,6440i1
103040000.0,6440,0,,,,6440j1
-1082370800.0,6440,1,,,,6440k1
-89214291.0,6441,1,,,,6441a1
-63847694259.0,6441,1,,,,6441b1
-126575253531.0,6441,1,,,,6441c1
206144.0,6442,1,,,,6442a1
-1237248.0,6444,0,,,,6444a1
-901953792.0,6444,1,,,,6444b1
-300651264.0,6444,1,,,,6444c1
-1972572943104.0,6444,1,,,,6444d1
-24352752384.0,6444,1,,,,6444e1
-2177126358843392.0,6446,1,,,,6446a1
-141812.0,6446,1,,,,6446b1
-1473104624948.0,6446,0,,,,6446c1
-4392768512.0,6446,1,,,,6446d1
-1134496.0,6446,0,,,,6446e1
-4836159027.0,6447,1,,,,6447a1
-135387.0,6447,1,,,,6447b1
45129.0,6447,0,,,,6447c1
-43525431243.0,6447,2,,,,6447d1
-80554864.0,6448,1,,,,6448a1
-4323977216.0,6448,0,,,,6448b1
-103168.0,6448,0,,,,6448c1
-4323977216.0,6448,2,,,,6448d1
-2831664579328.0,6448,1,,,,6448e1
-104798879744.0,6448,1,,,,6448f1
-1637482496.0,6448,1,,,,6448g1
-83824.0,6448,1,,,,6448h1
-46768137568256.0,6448,1,,,,6448i1
-6868099382902784.0,6448,1,,,,6448j1
-14166256.0,6448,1,,,,6448k1
-1637482496.0,6448,0,,,,6448l1
-83824.0,6448,0,,,,6448m1
-17711010676736.0,6448,0,,,,6448n1
-24074496000000.0,6450,1,,,,6450a1
8062500.0,6450,1,,,,6450b1
528980625000000.0,6450,1,,,,6450c1
-28212300.0,6450,0,,,,6450d1
1044900000000.0,6450,0,,,,6450e1
-7479685545984000.0,6450,0,,,,6450f1
-634776750000000.0,6450,0,,,,6450g1
-48375000000.0,6450,0,,,,6450h1
-11360256000.0,6450,1,,,,6450i1
-1511718750.0,6450,1,,,,6450j1
-3123577692562500.0,6450,1,,,,6450k1
-217687500000.0,6450,1,,,,6450l1
125976562500.0,6450,1,,,,6450m1
-8.1251424e+16,6450,1,,,,6450n1
8256000000.0,6450,1,,,,6450o1
-1393200000000.0,6450,1,,,,6450p1
-3.993669992448e+16,6450,0,,,,6450q1
-1585152000000000.0,6450,0,,,,6450r1
-907031250.0,6450,0,,,,6450s1
-792576000000000.0,6450,0,,,,6450t1
-58050.0,6450,0,,,,6450u1
-6.2401093632e+20,6450,0,,,,6450v1
1133789062500.0,6450,0,,,,6450w1
-7.754937974076211e+31,6450,0,,,,6450x1
-653062500.0,6450,0,,,,6450y1
-120937500.0,6450,0,,,,6450z1
-1.5432358312368e+20,6450,1,,,,6450ba1
29025000000.0,6450,1,,,,6450bb1
-89164800.0,6450,1,,,,6450bc1
806250000.0,6450,1,,,,6450bd1
-101449728000.0,6450,1,,,,6450be1
24074496000000.0,6450,1,,,,6450bf1
-30960000000.0,6450,0,,,,6450bg1
1.8596975097656246e+19,6450,0,,,,6450bh1
-129000000.0,6450,0,,,,6450bi1
-440817187500.0,6450,0,,,,6450bj1
-177504000000000.0,6450,0,,,,6450bk1
-96750.0,6450,0,,,,6450bl1
-1.16870086656e+20,6450,1,,,,6450bm1
-40625712000.0,6450,1,,,,6450bn1
-3096000.0,6450,1,,,,6450bo1
-6451.0,6451,0,,,,6451a1
412928.0,6452,1,,,,6452a1
451816704.0,6456,2,,,,6456a1
-6714675024299.0,6457,0,,,,6457a1
-3790259.0,6457,0,,,,6457b1
3385851904.0,6458,1,,,,6458a1
8346320.0,6460,0,,,,6460a1
-1.520634298375e+16,6460,0,,,,6460b1
-25840.0,6460,0,,,,6460c1
-597420800.0,6460,0,,,,6460d1
3013021520.0,6460,2,,,,6460e1
-16150000.0,6460,1,,,,6460f1
-6461.0,6461,1,,,,6461a1
-760130189.0,6461,1,,,,6461b1
-2216123.0,6461,1,,,,6461c1
-45227.0,6461,1,,,,6461d1
-620352.0,6462,1,,,,6462a1
-28264788.0,6462,1,,,,6462b1
38590857216.0,6462,0,,,,6462c1
1071968256.0,6462,0,,,,6462d1
2.8807920548315136e+16,6462,1,,,,6462e1
-18843192.0,6462,1,,,,6462f1
12210388416.0,6462,1,,,,6462g1
-452236608.0,6462,1,,,,6462h1
-38772.0,6462,1,,,,6462i1
-278167911102.0,6462,1,,,,6462j1
-8575746048.0,6462,1,,,,6462k1
-678354912.0,6462,1,,,,6462l1
4187376.0,6462,1,,,,6462m1
-2469814861824.0,6462,0,,,,6462n1
-9421596.0,6462,0,,,,6462o1
-4.861336592528179e+16,6462,0,,,,6462p1
1654784.0,6464,1,,,,6464a1
-3470333575168.0,6464,1,,,,6464b1
6464.0,6464,1,,,,6464c1
6464.0,6464,1,,,,6464d1
-13238272.0,6464,0,,,,6464e1
6464.0,6464,0,,,,6464f1
-652864.0,6464,0,,,,6464g1
1654784.0,6464,0,,,,6464h1
-652864.0,6464,0,,,,6464i1
1654784.0,6464,0,,,,6464j1
1654784.0,6464,0,,,,6464k1
-3470333575168.0,6464,0,,,,6464l1
-13238272.0,6464,1,,,,6464m1
1654784.0,6464,1,,,,6464n1
6464.0,6464,1,,,,6464o1
1654784.0,6464,1,,,,6464p1
-8.723824628631357e+20,6465,0,,,,6465a1
-150118108125.0,6465,0,,,,6465b1
2618325.0,6465,2,,,,6465c1
-96975.0,6465,1,,,,6465d1
1908758925.0,6465,1,,,,6465e1
9205048828125.0,6465,1,,,,6465f1
-4363875.0,6465,1,,,,6465g1
32325.0,6465,0,,,,6465h1
-3.3310440782053102e+22,6466,0,,,,6466a1
-103456.0,6466,0,,,,6466b1
827648.0,6466,0,,,,6466c1
-6462275584.0,6466,1,,,,6466d1
-438309349632.0,6468,1,,,,6468a1
-5.775558469165901e+16,6468,1,,,,6468b1
-4553472.0,6468,1,,,,6468c1
-35221287024.0,6468,1,,,,6468d1
-3913476336.0,6468,1,,,,6468e1
-1725843064176.0,6468,0,,,,6468f1
-191760340464.0,6468,0,,,,6468g1
-186356016.0,6468,0,,,,6468h1
-1.8420421792595997e+19,6468,0,,,,6468i1
-8.288344057274598e+17,6468,0,,,,6468j1
-535711427328.0,6468,1,,,,6468k1
-21306704496.0,6468,0,,,,6468l1
-1222681820976.0,6468,0,,,,6468m1
-1.4981437696612024e+20,6468,0,,,,6468n1
-57297207035376.0,6468,1,,,,6468o1
-1629936.0,6468,1,,,,6468p1
-231086864164464.0,6468,1,,,,6468q1
-490914369792.0,6468,1,,,,6468r1
-3725568.0,6468,1,,,,6468s1
-156571001815536.0,6468,1,,,,6468t1
-53002240.0,6470,0,,,,6470a1
-12940.0,6470,1,,,,6470b1
-1146318237.0,6471,0,,,,6471a1
-1.644841377511696e+16,6471,0,,,,6471b1
1572453.0,6471,1,,,,6471c1
1572453.0,6471,1,,,,6471d1
828416.0,6472,1,,,,6472a1
-1.0573086348804096e+16,6474,1,,,,6474a1
-60471089821584.0,6474,1,,,,6474b1
-1114737887016.0,6474,1,,,,6474c1
-845336762244.0,6474,0,,,,6474d1
-201367296.0,6474,1,,,,6474e1
-58266.0,6474,1,,,,6474f1
-26517504.0,6474,1,,,,6474g1
-1398384.0,6474,1,,,,6474h1
-6656540904.0,6474,1,,,,6474i1
-2693184.0,6474,0,,,,6474j1
-502612770816.0,6474,1,,,,6474k1
-7336984375.0,6475,0,,,,6475a1
-3.845095694213867e+19,6475,0,,,,6475b1
-17705078125.0,6475,0,,,,6475c1
-467919921875.0,6475,0,,,,6475d1
-917123046875.0,6475,0,,,,6475e1
-1133125.0,6475,1,,,,6475f1
-58695875.0,6475,2,,,,6475g1
-25904.0,6476,1,,,,6476a1
2467737.0,6477,0,,,,6477a1
-14165199.0,6477,0,,,,6477b1
990981.0,6477,1,,,,6477c1
543944704.0,6478,2,,,,6478a1
96066108169984.0,6478,1,,,,6478b1
-6479.0,6479,1,,,,6479a1
64800000.0,6480,1,,,,6480a1
-4147200.0,6480,1,,,,6480b1
75582720.0,6480,1,,,,6480c1
47239200000.0,6480,0,,,,6480d1
103680.0,6480,0,,,,6480e1
-3023308800.0,6480,1,,,,6480f1
1658880.0,6480,0,,,,6480g1
-119439360.0,6480,0,,,,6480h1
-6794772480.0,6480,0,,,,6480i1
14929920.0,6480,0,,,,6480j1
23328000.0,6480,0,,,,6480k1
-1658880.0,6480,0,,,,6480l1
103680.0,6480,0,,,,6480m1
-1358954496000.0,6480,0,,,,6480n1
1209323520.0,6480,1,,,,6480o1
-2592000.0,6480,1,,,,6480p1
-82944000.0,6480,1,,,,6480q1
40500000000.0,6480,1,,,,6480r1
41472000.0,6480,1,,,,6480s1
23328000.0,6480,1,,,,6480t1
-41472000000.0,6480,1,,,,6480u1
-186624000000000.0,6480,1,,,,6480v1
-933120.0,6480,1,,,,6480w1
-38220595200.0,6480,1,,,,6480x1
-5971968000.0,6480,0,,,,6480y1
-1209323520.0,6480,0,,,,6480z1
-14757477511168.0,6482,0,,,,6482a1
-23789043712.0,6482,1,,,,6482b1
10335996009.0,6483,1,,,,6483a1
-382814667.0,6483,0,,,,6483b1
-414976.0,6484,0,,,,6484a1
12142449524736.0,6486,1,,,,6486a1
-37927222272.0,6486,1,,,,6486b1
155664.0,6486,1,,,,6486c1
-67426172928.0,6486,1,,,,6486d1
4.237646200856345e+22,6486,1,,,,6486e1
-148153212.0,6486,2,,,,6486f1
186134021604.0,6486,0,,,,6486g1
-15481096128.0,6486,2,,,,6486h1
-263383488.0,6486,1,,,,6486i1
28369764.0,6486,2,,,,6486j1
-258584055552.0,6486,0,,,,6486k1
9962496.0,6486,1,,,,6486l1
-768026251008.0,6486,1,,,,6486m1
-5872541148.0,6486,1,,,,6486n1
-58659176448.0,6486,2,,,,6486o1
-41760292608.0,6486,0,,,,6486p1
-5291645187127.0,6487,0,,,,6487a1
-46740267.0,6489,1,,,,6489a1
-34073654643.0,6489,1,,,,6489b1
-79505194167.0,6489,1,,,,6489c1
-1622554983.0,6489,1,,,,6489d1
-10345561947.0,6489,0,,,,6489e1
-610895087408403.0,6489,0,,,,6489f1
4730481.0,6489,0,,,,6489g1
64900.0,6490,1,,,,6490a1
-2.296293502976e+19,6490,0,,,,6490b1
17013145600.0,6490,0,,,,6490c1
-4.702809094094848e+16,6490,1,,,,6490d1
-830720.0,6490,1,,,,6490e1
-6126560.0,6490,0,,,,6490f1
-2126643200000.0,6490,0,,,,6490g1
-279199.0,6493,0,,,,6493a1
-415616.0,6494,1,,,,6494a1
13260237623552.0,6494,1,,,,6494b1
40643919872.0,6494,0,,,,6494c1
-5326711875.0,6495,1,,,,6495a1
-32475.0,6495,2,,,,6495b1
-13700390625.0,6495,1,,,,6495c1
-20296875.0,6495,1,,,,6495d1
-376768.0,6496,1,,,,6496a1
-684766121984.0,6496,1,,,,6496b1
90944.0,6496,2,,,,6496c1
-5820416.0,6496,0,,,,6496d1
-376768.0,6496,2,,,,6496e1
-684766121984.0,6496,2,,,,6496f1
-4116669648896.0,6496,1,,,,6496g1
-831488.0,6496,1,,,,6496h1
-4116669648896.0,6496,1,,,,6496i1
-831488.0,6496,1,,,,6496j1
90944.0,6496,0,,,,6496k1
-5820416.0,6496,2,,,,6496l1
36279634240153.0,6497,1,,,,6497a1
474281.0,6497,1,,,,6497b1
6497.0,6497,1,,,,6497c1
4.064935651445797e+17,6498,1,,,,6498a1
11852352.0,6498,1,,,,6498b1
-469561550957568.0,6498,1,,,,6498c1
70376309754948.0,6498,0,,,,6498d1
-7276096512.0,6498,0,,,,6498e1
-1881914653447128.0,6498,0,,,,6498f1
2799478132992.0,6498,0,,,,6498g1
-3.8991290656631383e+18,6498,0,,,,6498h1
-2.780415985588925e+20,6498,1,,,,6498i1
-5213059981848.0,6498,1,,,,6498j1
633386787794532.0,6498,1,,,,6498k1
-2105352.0,6498,1,,,,6498l1
8640364608.0,6498,0,,,,6498m1
-3.423103706480671e+17,6498,0,,,,6498n1
557604341762112.0,6498,0,,,,6498o1
96538147812.0,6498,1,,,,6498p1
-9980928.0,6498,1,,,,6498q1
-5910009391872.0,6498,1,,,,6498r1
-99048139655112.0,6498,1,,,,6498s1
-40001688.0,6498,1,,,,6498t1
1.317039151068438e+20,6498,1,,,,6498u1
1126020956079168.0,6498,0,,,,6498v1
1.844872734440109e+19,6498,0,,,,6498w1
-20852239927392.0,6498,0,,,,6498x1
-82879286832.0,6498,0,,,,6498y1
17377173.0,6501,1,,,,6501a1
748030317899733.0,6501,1,,,,6501b1
18923741397.0,6501,1,,,,6501c1
933628113.0,6501,0,,,,6501d1
-606901248.0,6504,0,,,,6504a1
16858368.0,6504,1,,,,6504b1
1873152.0,6504,1,,,,6504c1
32525.0,6505,1,,,,6505a1
32525.0,6505,0,,,,6505b1
508203125.0,6505,1,,,,6505c1
-1.4401874257710554e+17,6507,1,,,,6507a1
-197556574179843.0,6507,1,,,,6507b1
-416512.0,6508,0,,,,6508a1
416512.0,6508,2,,,,6508b1
-4560704190.0,6510,1,,,,6510a1
-13332480.0,6510,2,,,,6510b1
-136710000.0,6510,1,,,,6510c1
-4.306190099569344e+16,6510,1,,,,6510d1
-11073510000.0,6510,1,,,,6510e1
-40687500000.0,6510,1,,,,6510f1
-27572219640.0,6510,1,,,,6510g1
6327720000.0,6510,1,,,,6510h1
-7974750.0,6510,1,,,,6510i1
-5859000.0,6510,1,,,,6510j1
-69209437500.0,6510,1,,,,6510k1
-2392874775900.0,6510,0,,,,6510l1
-2.002506556719375e+25,6510,1,,,,6510m1
-106659840.0,6510,1,,,,6510n1
28798156800.0,6510,1,,,,6510o1
-80634839040000.0,6510,1,,,,6510p1
2.55341057626368e+16,6510,0,,,,6510q1
-2316066449760000.0,6510,0,,,,6510r1
-2.1643638156e+17,6510,1,,,,6510s1
112492800.0,6510,1,,,,6510t1
-3149798400.0,6510,1,,,,6510u1
-200024797593600.0,6510,1,,,,6510v1
195300.0,6510,1,,,,6510w1
-5.063637032232592e+21,6510,1,,,,6510x1
-480621093750000.0,6510,0,,,,6510y1
-12303900000000.0,6510,0,,,,6510z1
5242544455680000.0,6510,1,,,,6510ba1
-8436960.0,6510,1,,,,6510bb1
-148827974400000.0,6510,1,,,,6510bc1
647958528000000.0,6510,0,,,,6510bd1
-833536.0,6512,1,,,,6512a1
71632.0,6512,0,,,,6512b1
-1613725696.0,6512,1,,,,6512c1
-53346304.0,6512,0,,,,6512d1
-19539.0,6513,2,,,,6513a1
4747977.0,6513,1,,,,6513b1
-175851.0,6513,1,,,,6513c1
-2407224339.0,6513,0,,,,6513d1
53362688.0,6514,0,,,,6514a1
-3335168.0,6514,1,,,,6514b1
-6515.0,6515,1,,,,6515a1
6515.0,6515,1,,,,6515b1
-463658308272.0,6516,0,,,,6516a1
-338006906730288.0,6516,0,,,,6516b1
-78192.0,6516,1,,,,6516c1
-57001968.0,6516,1,,,,6516d1
-6333552.0,6516,1,,,,6516e1
-57001968.0,6516,1,,,,6516f1
1539053136.0,6516,0,,,,6516g1
-26072.0,6518,0,,,,6518a1
-208576.0,6518,0,,,,6518b1
-3499324604416.0,6518,1,,,,6518c1
-3109563.0,6519,2,,,,6519a1
-20401842843.0,6519,2,,,,6519b1
-5227175403.0,6519,1,,,,6519c1
-9205089363440.0,6520,0,,,,6520a1
-1043200.0,6520,0,,,,6520b1
-13040.0,6520,1,,,,6520c1
3419406336.0,6522,1,,,,6522a1
469584.0,6522,2,,,,6522b1
7.451707920653353e+17,6522,0,,,,6522c1
-6523.0,6523,1,,,,6523a1
-468044819.0,6523,0,,,,6523b1
-789283.0,6523,1,,,,6523c1
-2922752.0,6524,1,,,,6524a1
-16849083652352.0,6524,1,,,,6524b1
-44594296875.0,6525,1,,,,6525a1
-61171875.0,6525,0,,,,6525b1
-33520641075.0,6525,0,,,,6525c1
-6271072998046875.0,6525,0,,,,6525d1
14864765625.0,6525,0,,,,6525e1
10836414140625.0,6525,0,,,,6525f1
-44594296875.0,6525,1,,,,6525g1
1651640625.0,6525,1,,,,6525h1
-523760016796875.0,6525,1,,,,6525i1
214052625.0,6525,1,,,,6525j1
3344572265625.0,6525,1,,,,6525k1
-7927875.0,6525,1,,,,6525l1
-123873046875.0,6525,1,,,,6525m1
-6552104.0,6526,0,,,,6526a1
13056.0,6528,1,,,,6528a1
176256.0,6528,1,,,,6528b1
-332928.0,6528,1,,,,6528c1
17978112.0,6528,1,,,,6528d1
13056.0,6528,0,,,,6528e1
176256.0,6528,0,,,,6528f1
-665856.0,6528,0,,,,6528g1
-631274435712.0,6528,0,,,,6528h1
17978112.0,6528,0,,,,6528i1
-352512.0,6528,1,,,,6528j1
-665856.0,6528,2,,,,6528k1
-631274435712.0,6528,0,,,,6528l1
-352512.0,6528,1,,,,6528m1
332928.0,6528,1,,,,6528n1
-332928.0,6528,1,,,,6528o1
332928.0,6528,0,,,,6528p1
-3343360.0,6530,0,,,,6530a1
-13060.0,6530,0,,,,6530b1
-1234359.0,6531,1,,,,6531a1
-6531.0,6531,0,,,,6531b1
-1676676672.0,6534,1,,,,6534a1
-371291875215624.0,6534,1,,,,6534b1
-287496.0,6534,1,,,,6534c1
106678698153984.0,6534,0,,,,6534d1
43898443776.0,6534,0,,,,6534e1
-1.2938779267514065e+19,6534,0,,,,6534f1
-382657176.0,6534,0,,,,6534g1
-4074533610048.0,6534,0,,,,6534h1
-6904187762274.0,6534,1,,,,6534i1
-3.011206811348728e+20,6534,1,,,,6534j1
-55233502098192.0,6534,1,,,,6534k1
-233161555968.0,6534,1,,,,6534l1
-16836915744.0,6534,1,,,,6534m1
8438451709446.0,6534,1,,,,6534n1
6534.0,6534,1,,,,6534o1
-2970335001724992.0,6534,0,,,,6534p1
-209584584.0,6534,0,,,,6534q1
-509316701256.0,6534,0,,,,6534r1
60217344.0,6534,1,,,,6534s1
7.776877095425434e+16,6534,1,,,,6534t1
-75766120848.0,6534,1,,,,6534u1
-2299968.0,6534,1,,,,6534v1
-9470765106.0,6534,0,,,,6534w1
-169974774300672.0,6534,0,,,,6534x1
-1.7748668405369088e+16,6534,0,,,,6534y1
-4.1305991925222605e+17,6534,0,,,,6534z1
-95664294.0,6534,0,,,,6534ba1
4763286.0,6534,0,,,,6534bb1
-12274111577376.0,6534,0,,,,6534bc1
11575379574.0,6534,0,,,,6534bd1
-32675.0,6535,2,,,,6535a1
-3973888.0,6536,2,,,,6536a1
-71948288.0,6536,0,,,,6536b1
-109027591168.0,6536,0,,,,6536c1
-19611.0,6537,1,,,,6537a1
-1158009939.0,6537,1,,,,6537b1
-77189670785024.0,6538,1,,,,6538a1
1.7290486255845376e+16,6538,0,,,,6538b1
191956516864.0,6538,2,,,,6538c1
2929024.0,6538,2,,,,6538d1
794610000.0,6540,1,,,,6540a1
19865250000.0,6540,1,,,,6540b1
392400.0,6540,1,,,,6540c1
-130800.0,6540,1,,,,6540d1
-7723609200.0,6540,1,,,,6540e1
-29430000.0,6540,0,,,,6540f1
-3767040.0,6540,0,,,,6540g1
286059600.0,6540,1,,,,6540h1
392400.0,6540,0,,,,6540i1
422288333010000.0,6540,0,,,,6540j1
-1589949.0,6543,1,,,,6543a1
418816.0,6544,1,,,,6544a1
-3758183996875.0,6545,1,,,,6545a1
-19471375.0,6545,0,,,,6545b1
-94241455.0,6545,0,,,,6545c1
-6.5737271317080056e+16,6545,0,,,,6545d1
-3527755.0,6545,0,,,,6545e1
1182190625.0,6545,0,,,,6545f1
-1976825806848.0,6546,0,,,,6546a1
10054656.0,6546,0,,,,6546b1
-62618630148.0,6546,0,,,,6546c1
353484.0,6546,2,,,,6546d1
3351552.0,6546,0,,,,6546e1
-4241808.0,6546,1,,,,6546f1
-52368.0,6546,1,,,,6546g1
65968598016.0,6546,1,,,,6546h1
530469.0,6549,1,,,,6549a1
-204687500000.0,6550,0,,,,6550a1
-54915200.0,6550,0,,,,6550b1
-4192000000.0,6550,0,,,,6550c1
-2.412543352832e+16,6550,0,,,,6550d1
-13407031250.0,6550,0,,,,6550e1
-32750000000.0,6550,0,,,,6550f1
-13407031250.0,6550,0,,,,6550g1
-4093750000.0,6550,1,,,,6550h1
-16768000000000.0,6550,0,,,,6550i1
-4093750.0,6550,0,,,,6550j1
-3.7695989888e+20,6550,0,,,,6550k1
-858050.0,6550,0,,,,6550l1
-858050.0,6550,0,,,,6550m1
-40937500000.0,6550,0,,,,6550n1
-2096000.0,6550,1,,,,6550o1
-858050000000.0,6550,0,,,,6550p1
-262000.0,6550,0,,,,6550q1
-100048378300416.0,6552,0,,,,6552a1
-2607918768.0,6552,0,,,,6552b1
25041744.0,6552,0,,,,6552c1
-3668281344.0,6552,0,,,,6552d1
628992.0,6552,1,,,,6552e1
-10350829590192.0,6552,0,,,,6552f1
-2870090496.0,6552,1,,,,6552g1
-48970919088.0,6552,1,,,,6552h1
-832156416.0,6552,1,,,,6552i1
