delta,conductor,rank,regulator,real_period,torsion_order,label
5038848.0,1152,0,,,,1152i1
5038848.0,1152,0,,,,1152j1
-68024448.0,1152,0,,,,1152k1
5038848.0,1152,0,,,,1152l1
3456.0,1152,0,,,,1152m1
5038848.0,1152,0,,,,1152n1
2519424.0,1152,0,,,,1152o1
559872.0,1152,1,,,,1152p1
559872.0,1152,1,,,,1152q1
-839808.0,1152,1,,,,1152r1
-186624.0,1152,1,,,,1152s1
-68024448.0,1152,1,,,,1152t1
-1329409.0,1153,0,,,,1153a1
36928.0,1154,1,,,,1154a1
31185.0,1155,1,,,,1155a1
-72214645051395.0,1155,1,,,,1155b1
779625.0,1155,0,,,,1155c1
-1369738755.0,1155,1,,,,1155d1
12705.0,1155,1,,,,1155e1
779625.0,1155,1,,,,1155f1
-28875.0,1155,1,,,,1155g1
-144375.0,1155,1,,,,1155h1
-841995.0,1155,1,,,,1155i1
-509355.0,1155,1,,,,1155j1
-13156171875.0,1155,1,,,,1155k1
2005331497785.0,1155,0,,,,1155l1
-231139696095.0,1155,0,,,,1155m1
-16987307596875.0,1155,1,,,,1155n1
1157.0,1157,1,,,,1157a1
-2541929.0,1157,1,,,,1157b1
195533.0,1157,0,,,,1157c1
-4632.0,1158,1,,,,1158a1
111168.0,1158,0,,,,1158b1
-7597638.0,1158,1,,,,1158c1
729373248.0,1158,0,,,,1158d1
-100714835607552.0,1158,1,,,,1158e1
27792.0,1158,1,,,,1158f1
-24012288.0,1158,1,,,,1158g1
4002048.0,1158,0,,,,1158h1
7250000.0,1160,1,,,,1160a1
11600.0,1160,1,,,,1160b1
11600.0,1160,1,,,,1160c1
67280.0,1160,0,,,,1160d1
-449307.0,1161,1,,,,1161a1
-327544803.0,1161,1,,,,1161b1
-49923.0,1161,1,,,,1161c1
-36393867.0,1161,1,,,,1161d1
-56938.0,1162,1,,,,1162a1
-4759552.0,1162,1,,,,1162b1
-670464.0,1164,0,,,,1164a1
-25652.0,1166,1,,,,1166a1
-149248.0,1166,0,,,,1166b1
-6009134912.0,1166,0,,,,1166c1
-1166.0,1166,0,,,,1166d1
31509.0,1167,1,,,,1167a1
2552229.0,1167,1,,,,1167b1
299008.0,1168,1,,,,1168a1
-1169.0,1169,0,,,,1169a1
-410620354560000.0,1170,0,,,,1170a1
-21937500.0,1170,1,,,,1170b1
12130560.0,1170,1,,,,1170c1
-181958400.0,1170,1,,,,1170d1
-25587900.0,1170,1,,,,1170e1
7581600000.0,1170,1,,,,1170f1
-409406400.0,1170,0,,,,1170g1
-2.9934223847424e+17,1170,0,,,,1170h1
-94910400.0,1170,1,,,,1170i1
-727833600.0,1170,1,,,,1170j1
-2984572656000000.0,1170,0,,,,1170k1
18954000.0,1170,0,,,,1170l1
6823440.0,1170,0,,,,1170m1
-1937784176640.0,1170,0,,,,1170n1
1171.0,1171,2,,,,1171a1
-1171.0,1171,0,,,,1171b1
-21977344.0,1172,0,,,,1172a1
-1173.0,1173,1,,,,1173a1
623380293.0,1173,0,,,,1173b1
239296796397.0,1173,1,,,,1173c1
-1671876092836413.0,1173,1,,,,1173d1
-855117.0,1173,1,,,,1173e1
95013.0,1173,1,,,,1173f1
-4696.0,1174,0,,,,1174a1
1434326171875.0,1175,1,,,,1175a1
91796875.0,1175,1,,,,1175b1
-91796875.0,1175,1,,,,1175c1
-39846304512.0,1176,1,,,,1176a1
-24385536.0,1176,0,,,,1176b1
39530064.0,1176,0,,,,1176c1
-2868933924864.0,1176,0,,,,1176d1
-122029307568.0,1176,1,,,,1176e1
-338688.0,1176,1,,,,1176f1
-790272.0,1176,1,,,,1176g1
-92974710528.0,1176,0,,,,1176h1
-5647152.0,1176,0,,,,1176i1
-63609125453824.0,1178,0,,,,1178a1
-210927968.0,1178,0,,,,1178b1
-146072.0,1178,1,,,,1178c1
-44764.0,1178,1,,,,1178d1
-95499.0,1179,1,,,,1179a1
6962000.0,1180,0,,,,1180a1
-439239619.0,1183,1,,,,1183a1
-439239619.0,1183,0,,,,1183b1
2368.0,1184,1,,,,1184a1
151552.0,1184,1,,,,1184b1
151552.0,1184,1,,,,1184c1
151552.0,1184,1,,,,1184d1
2368.0,1184,0,,,,1184e1
207474688.0,1184,0,,,,1184f1
151552.0,1184,0,,,,1184g1
207474688.0,1184,0,,,,1184h1
-21063375.0,1185,1,,,,1185a1
-53325.0,1185,0,,,,1185b1
-9.463390797112032e+17,1185,0,,,,1185c1
-349865325.0,1185,1,,,,1185d1
-93615.0,1185,1,,,,1185e1
37952.0,1186,1,,,,1186a1
-18976.0,1186,1,,,,1186b1
-1187.0,1187,0,,,,1187a1
-1187.0,1187,0,,,,1187b1
-1187.0,1187,0,,,,1187c1
-5487305472.0,1188,0,,,,1188a1
-76032.0,1188,1,,,,1188b1
-7527168.0,1188,1,,,,1188c1
-55427328.0,1188,1,,,,1188d1
-48749.0,1189,0,,,,1189a1
-3731840000.0,1190,1,,,,1190a1
-800013200000.0,1190,1,,,,1190b1
-60184250.0,1190,0,,,,1190c1
-13576123187200.0,1190,1,,,,1190d1
-133280.0,1190,1,,,,1190e1
-213248000.0,1190,1,,,,1190f1
-147858665766912.0,1194,1,,,,1194a1
-343872.0,1194,0,,,,1194b1
-5975.0,1195,0,,,,1195a1
-1195.0,1195,1,,,,1195b1
9836970832.0,1196,1,,,,1196a1
-76544.0,1196,0,,,,1196b1
25137.0,1197,1,,,,1197a1
18324873.0,1197,1,,,,1197b1
735031017.0,1197,0,,,,1197c1
395982180657.0,1197,0,,,,1197d1
18324873.0,1197,0,,,,1197e1
-4792.0,1198,0,,,,1198a1
-750000.0,1200,1,,,,1200a1
-54000000000.0,1200,0,,,,1200b1
-300000000.0,1200,0,,,,1200c1
-349920000.0,1200,0,,,,1200d1
11250000.0,1200,0,,,,1200e1
-19200.0,1200,0,,,,1200f1
-60000000.0,1200,0,,,,1200g1
-5467500000000.0,1200,0,,,,1200h1
-3456000.0,1200,1,,,,1200i1
-960000000.0,1200,0,,,,1200j1
-24883200.0,1200,0,,,,1200k1
-2700000000.0,1200,1,,,,1200l1
-6144000.0,1200,1,,,,1200m1
281250000.0,1200,1,,,,1200n1
-172800.0,1200,1,,,,1200o1
-138240000000.0,1200,1,,,,1200p1
-96000000000.0,1200,0,,,,1200q1
-7680000.0,1200,0,,,,1200r1
18000.0,1200,0,,,,1200s1
2404.0,1202,0,,,,1202a1
-63458929408.0,1204,1,,,,1204a1
-7236.0,1206,1,,,,1206a1
5275044.0,1206,0,,,,1206b1
-5275044.0,1206,0,,,,1206c1
-37511424.0,1206,1,,,,1206d1
37511424.0,1206,1,,,,1206e1
-15382028304.0,1206,0,,,,1206f1
-309248.0,1208,1,,,,1208a1
-22868673867.0,1209,0,,,,1209a1
-32643.0,1209,1,,,,1209b1
-1207269217792000.0,1210,1,,,,1210a1
-13310.0,1210,1,,,,1210b1
-779486840.0,1210,0,,,,1210c1
-150908652224000.0,1210,0,,,,1210d1
-468512000.0,1210,1,,,,1210e1
-9680.0,1210,1,,,,1210f1
-1948717100000.0,1210,1,,,,1210g1
-681472000.0,1210,0,,,,1210h1
-23579476910.0,1210,0,,,,1210i1
-1509086522240.0,1210,1,,,,1210j1
-85184000.0,1210,1,,,,1210k1
-829997587232000.0,1210,0,,,,1210l1
-17148710480.0,1210,0,,,,1210m1
-2907611.0,1211,1,,,,1211a1
-1211.0,1211,1,,,,1211b1
232704.0,1212,0,,,,1212a1
-3796875.0,1215,1,,,,1215a1
10935.0,1215,1,,,,1215b1
-1366875.0,1215,1,,,,1215c1
-6075.0,1215,0,,,,1215d1
7971615.0,1215,0,,,,1215e1
-996451875.0,1215,0,,,,1215f1
-4428675.0,1215,0,,,,1215g1
553584375.0,1215,0,,,,1215h1
-6075.0,1215,1,,,,1215i1
759375.0,1215,1,,,,1215j1
-1216.0,1216,1,,,,1216a1
-39845888.0,1216,1,,,,1216b1
-2490368.0,1216,1,,,,1216c1
-1216.0,1216,1,,,,1216d1
-1216.0,1216,0,,,,1216e1
-159383552.0,1216,0,,,,1216f1
-311296.0,1216,0,,,,1216g1
-311296.0,1216,0,,,,1216h1
-158470336.0,1216,0,,,,1216i1
-159383552.0,1216,0,,,,1216j1
-311296.0,1216,0,,,,1216k1
-311296.0,1216,0,,,,1216l1
-622592.0,1216,0,,,,1216m1
-158470336.0,1216,1,,,,1216n1
-39845888.0,1216,1,,,,1216o1
-2490368.0,1216,1,,,,1216p1
-1216.0,1216,1,,,,1216q1
-622592.0,1216,1,,,,1216r1
-11051773342848.0,1218,0,,,,1218a1
-175392.0,1218,0,,,,1218b1
-88397568.0,1218,1,,,,1218c1
-1.3086810480447406e+18,1218,0,,,,1218d1
-1473906672.0,1218,0,,,,1218e1
-4394621952.0,1218,1,,,,1218f1
1955659776.0,1218,0,,,,1218g1
-3.845373573888058e+21,1218,0,,,,1218h1
-59682.0,1218,0,,,,1218i1
-10384668.0,1218,0,,,,1218j1
-157151232.0,1218,0,,,,1218k1
24400.0,1220,0,,,,1220a1
-32967.0,1221,1,,,,1221a1
3659337.0,1221,1,,,,1221b1
45177.0,1221,0,,,,1221c1
-19552.0,1222,0,,,,1222a1
-78208.0,1222,0,,,,1222b1
-117504.0,1224,1,,,,1224a1
3172608.0,1224,0,,,,1224b1
28553472.0,1224,0,,,,1224c1
12690432.0,1224,1,,,,1224d1
-7154443604736.0,1224,1,,,,1224e1
-85660416.0,1224,1,,,,1224f1
-770943744.0,1224,1,,,,1224g1
114213888.0,1224,0,,,,1224h1
-64339296875.0,1225,0,,,,1225a1
-5359375.0,1225,0,,,,1225b1
-669921875.0,1225,0,,,,1225c1
-78815638671875.0,1225,0,,,,1225d1
-11259376953125.0,1225,0,,,,1225e1
-720600125.0,1225,0,,,,1225f1
-95703125.0,1225,1,,,,1225g1
-6125.0,1225,1,,,,1225h1
-1608482421875.0,1225,1,,,,1225i1
-102942875.0,1225,1,,,,1225j1
-1227.0,1227,1,,,,1227a1
-11043.0,1227,1,,,,1227b1
-4912.0,1228,0,,,,1228a1
207562500.0,1230,1,,,,1230a1
-94128829920.0,1230,0,,,,1230b1
-2519040.0,1230,1,,,,1230c1
8302500.0,1230,1,,,,1230d1
9446400.0,1230,1,,,,1230e1
15114240000.0,1230,0,,,,1230f1
-99630.0,1230,0,,,,1230g1
3060633600.0,1230,1,,,,1230h1
729711914062500.0,1230,0,,,,1230i1
-4920.0,1230,0,,,,1230j1
-896670000000.0,1230,0,,,,1230k1
-16696064.0,1232,1,,,,1232a1
1232.0,1232,0,,,,1232b1
-216832.0,1232,0,,,,1232c1
-7622304186112.0,1232,0,,,,1232d1
-42499072.0,1232,1,,,,1232e1
-2207744.0,1232,1,,,,1232f1
-137984.0,1232,1,,,,1232g1
-55508992.0,1232,1,,,,1232h1
-169996288.0,1232,1,,,,1232i1
-14210301952.0,1232,0,,,,1232j1
-222035968.0,1232,0,,,,1232k1
-2207744.0,1232,0,,,,1232l1
-10108928.0,1234,1,,,,1234a1
9872.0,1234,0,,,,1234b1
-331249352704.0,1234,0,,,,1234c1
-1234.0,1234,0,,,,1234d1
-711936.0,1236,1,,,,1236a1
-79104.0,1236,1,,,,1236b1
-41247792.0,1236,0,,,,1236c1
-19808.0,1238,1,,,,1238a1
8673.0,1239,0,,,,1239a1
-387500000000.0,1240,0,,,,1240a1
-198400.0,1240,0,,,,1240b1
-23832800000.0,1240,0,,,,1240c1
1922000.0,1240,0,,,,1240d1
-496000000.0,1240,1,,,,1240e1
-992000.0,1240,1,,,,1240f1
1847042000.0,1240,0,,,,1240g1
66754658304.0,1242,1,,,,1242a1
-21324404736.0,1242,0,,,,1242b1
-3.146327289671713e+18,1242,0,,,,1242c1
-905418.0,1242,0,,,,1242d1
1314036.0,1242,0,,,,1242e1
7243344.0,1242,1,,,,1242f1
-506746157076.0,1242,1,,,,1242g1
-5723136.0,1242,1,,,,1242h1
-695125044.0,1242,0,,,,1242i1
-4172166144.0,1242,0,,,,1242j1
-2.2936725941706783e+21,1242,0,,,,1242k1
-1242.0,1242,0,,,,1242l1
39744.0,1242,0,,,,1242m1
91570176.0,1242,1,,,,1242n1
-29251584.0,1242,1,,,,1242o1
9936.0,1242,1,,,,1242p1
-15871867.0,1243,0,,,,1243a1
155625.0,1245,0,,,,1245a1
16751572265625.0,1245,0,,,,1245b1
-4682588094464.0,1246,0,,,,1246a1
32836306496.0,1246,0,,,,1246b1
-69776.0,1246,2,,,,1246c1
-17444.0,1246,1,,,,1246d1
-1116416.0,1246,1,,,,1246e1
17444.0,1246,1,,,,1246f1
-232561573888.0,1246,1,,,,1246g1
-10207232.0,1246,1,,,,1246h1
-279104.0,1246,1,,,,1246i1
67392.0,1248,1,,,,1248a1
49128768.0,1248,0,,,,1248b1
922529088.0,1248,0,,,,1248c1
49128768.0,1248,1,,,,1248d1
7884864.0,1248,1,,,,1248e1
922529088.0,1248,0,,,,1248f1
7488.0,1248,1,,,,1248g1
7884864.0,1248,1,,,,1248h1
67392.0,1248,1,,,,1248i1
7488.0,1248,0,,,,1248j1
2735937.0,1251,0,,,,1251a1
3753.0,1251,0,,,,1251b1
-101331.0,1251,1,,,,1251c1
-1994498073.0,1251,1,,,,1251d1
-224287.0,1253,0,,,,1253a1
56004830035968.0,1254,0,,,,1254a1
-20064.0,1254,0,,,,1254b1
63562752.0,1254,1,,,,1254c1
195182592.0,1254,1,,,,1254d1
120384.0,1254,1,,,,1254e1
-21120891264.0,1254,0,,,,1254f1
27447552.0,1254,1,,,,1254g1
1765632.0,1254,1,,,,1254h1
69341184.0,1254,1,,,,1254i1
-2902956072984.0,1254,0,,,,1254j1
-1664188416.0,1254,0,,,,1254k1
-160768.0,1256,1,,,,1256a1
-5816992.0,1258,0,,,,1258a1
1525219328.0,1258,0,,,,1258b1
-21105737728.0,1258,0,,,,1258c1
-2576384.0,1258,1,,,,1258d1
-1259.0,1259,1,,,,1259a1
-1259.0,1259,0,,,,1259b1
-1259.0,1259,0,,,,1259c1
55112400.0,1260,0,,,,1260a1
3704400.0,1260,1,,,,1260b1
75600.0,1260,1,,,,1260c1
47250000.0,1260,0,,,,1260d1
6123600.0,1260,1,,,,1260e1
496011600.0,1260,0,,,,1260f1
-163296000.0,1260,0,,,,1260g1
1743790781250000.0,1260,0,,,,1260h1
-15682947840.0,1260,0,,,,1260i1
55112400.0,1260,1,,,,1260j1
80896.0,1264,1,,,,1264a1
1294336.0,1264,0,,,,1264b1
20224.0,1264,0,,,,1264c1
82837504.0,1264,0,,,,1264d1
339302416384.0,1264,1,,,,1264e1
20224.0,1264,1,,,,1264f1
1294336.0,1264,1,,,,1264g1
323584.0,1264,1,,,,1264h1
-1294336.0,1264,1,,,,1264i1
-13915.0,1265,1,,,,1265a1
-7596.0,1266,1,,,,1266a1
40512.0,1266,0,,,,1266b1
820368.0,1266,0,,,,1266c1
-70004736.0,1266,1,,,,1266d1
-62083.0,1267,1,,,,1267a1
-1269.0,1269,1,,,,1269a1
-536787.0,1269,0,,,,1269b1
-59643.0,1269,0,,,,1269c1
-925101.0,1269,1,,,,1269d1
-43479747.0,1269,1,,,,1269e1
-391317723.0,1269,1,,,,1269f1
39401.0,1271,1,,,,1271a1
-976896.0,1272,0,,,,1272a1
-325632.0,1272,0,,,,1272b1
-19185257728.0,1274,1,,,,1274a1
-4196775128.0,1274,0,,,,1274b1
-3058874.0,1274,0,,,,1274c1
-2579573013075968.0,1274,0,,,,1274d1
-163072.0,1274,1,,,,1274e1
-35672.0,1274,1,,,,1274f1
-39139296140672.0,1274,1,,,,1274g1
-2283008.0,1274,1,,,,1274h1
-5481502208.0,1274,1,,,,1274i1
-3709888.0,1274,1,,,,1274j1
-7151036224503808.0,1274,0,,,,1274k1
-268593608192.0,1274,0,,,,1274l1
-436464613312.0,1274,0,,,,1274m1
-195767936.0,1274,0,,,,1274n1
-1049193782.0,1274,0,,,,1274o1
-7171875.0,1275,0,,,,1275a1
-8778375.0,1275,0,,,,1275b1
-541875.0,1275,1,,,,1275c1
-880885546875.0,1275,1,,,,1275d1
-8466796875.0,1275,0,,,,1275e1
-56376675.0,1275,0,,,,1275f1
-137162109375.0,1275,0,,,,1275g1
-11448262656.0,1278,1,,,,1278a1
-15336.0,1278,1,,,,1278b1
-402477984.0,1278,0,,,,1278c1
26500608.0,1278,0,,,,1278d1
414072.0,1278,1,,,,1278e1
-15704064.0,1278,1,,,,1278f1
-11179944.0,1278,1,,,,1278g1
-3312576.0,1278,1,,,,1278h1
6946975383552.0,1278,1,,,,1278i1
103518.0,1278,0,,,,1278j1
-38637886464.0,1278,0,,,,1278k1
-380254759635456.0,1278,0,,,,1278l1
-2042327763.0,1281,1,,,,1281a1
-11529.0,1281,0,,,,1281b1
-5702096824455969.0,1281,0,,,,1281c1
-1794484549683.0,1281,0,,,,1281d1
-6126983289.0,1281,0,,,,1281e1
-84017152.0,1282,1,,,,1282a1
33697296.0,1284,1,,,,1284a1
5136.0,1284,1,,,,1284b1
416016.0,1284,1,,,,1284c1
33697296.0,1284,1,,,,1284d1
-1248048.0,1284,0,,,,1284e1
46224.0,1284,0,,,,1284f1
-1285.0,1285,0,,,,1285a1
-42139648.0,1286,1,,,,1286a1
-868489479.0,1287,1,,,,1287a1
-633128830191.0,1287,0,,,,1287b1
-938223.0,1287,1,,,,1287c1
-1355211.0,1287,1,,,,1287d1
-683964567.0,1287,0,,,,1287e1
-3791872.0,1288,1,,,,1288a1
-947968.0,1288,0,,,,1288b1
-5.992562040310452e+17,1288,0,,,,1288c1
-46450432.0,1288,0,,,,1288d1
-18032.0,1288,1,,,,1288e1
-4816166591488.0,1288,1,,,,1288f1
-1122245340272.0,1288,0,,,,1288g1
-9538928.0,1288,1,,,,1288h1
8078336.0,1288,0,,,,1288i1
-1661521.0,1289,0,,,,1289a1
-1981440.0,1290,0,,,,1290a1
1190206406250000.0,1290,0,,,,1290b1
-9876709319915520.0,1290,0,,,,1290c1
51600.0,1290,0,,,,1290d1
-50724864000.0,1290,1,,,,1290e1
1857600.0,1290,1,,,,1290f1
72562500.0,1290,0,,,,1290g1
-4.963160303408775e+27,1290,0,,,,1290h1
-7740.0,1290,0,,,,1290i1
8062500.0,1290,0,,,,1290j1
-5200091136000.0,1290,0,,,,1290k1
-13932000.0,1290,1,,,,1290l1
66873600.0,1290,1,,,,1290m1
33854760000.0,1290,0,,,,1290n1
-82688.0,1292,0,,,,1292a1
-23896832.0,1292,0,,,,1292b1
11637.0,1293,0,,,,1293a1
-229051071.0,1293,0,,,,1293b1
1293.0,1293,0,,,,1293c1
-11637.0,1293,1,,,,1293d1
6184378917.0,1293,1,,,,1293e1
-2460861244296875.0,1295,1,,,,1295a1
-29946875.0,1295,1,,,,1295b1
-60466176.0,1296,1,,,,1296a1
-82944.0,1296,1,,,,1296b1
1296.0,1296,1,,,,1296c1
944784.0,1296,0,,,,1296d1
-2654208.0,1296,0,,,,1296e1
1296.0,1296,0,,,,1296f1
-186624.0,1296,0,,,,1296g1
-21233664.0,1296,0,,,,1296h1
-20736.0,1296,0,,,,1296i1
-11943936.0,1296,0,,,,1296j1
-5971968.0,1296,1,,,,1296k1
11664.0,1296,1,,,,1296l1
-1297.0,1297,0,,,,1297a1
-397613744.0,1298,0,,,,1298a1
-119772545024.0,1298,1,,,,1298b1
-230113953.0,1299,1,,,,1299a1
230113953.0,1299,1,,,,1299b1
3897.0,1299,1,,,,1299c1
-11691.0,1299,1,,,,1299d1
-32500000000.0,1300,0,,,,1300a1
3250000.0,1300,1,,,,1300b1
83200.0,1300,1,,,,1300c1
211250000.0,1300,1,,,,1300d1
1300000000.0,1300,1,,,,1300e1
-2080000.0,1300,0,,,,1300f1
-1504839620100096.0,1302,0,,,,1302a1
2700952128.0,1302,0,,,,1302b1
97993728.0,1302,1,,,,1302c1
3612440788992.0,1302,0,,,,1302d1
70308.0,1302,1,,,,1302e1
9968032637892.0,1302,1,,,,1302f1
-3499776.0,1302,1,,,,1302g1
124023312.0,1302,0,,,,1302h1
-12604443264.0,1302,0,,,,1302i1
165877383168.0,1302,0,,,,1302j1
-36456.0,1302,1,,,,1302k1
-1015742988288.0,1302,1,,,,1302l1
-27214258176.0,1302,1,,,,1302m1
31248.0,1302,0,,,,1302n1
24498432.0,1302,0,,,,1302o1
-82026.0,1302,0,,,,1302p1
333824.0,1304,0,,,,1304a1
-41728.0,1304,1,,,,1304b1
-2854035.0,1305,1,,,,1305a1
-3915.0,1305,1,,,,1305b1
693530505.0,1305,0,,,,1305c1
951345.0,1305,0,,,,1305d1
-401348671875.0,1305,1,,,,1305e1
-2854035.0,1305,0,,,,1305f1
105705.0,1305,0,,,,1305g1
-83584.0,1306,1,,,,1306a1
-47088.0,1308,0,,,,1308a1
-5232.0,1308,1,,,,1308b1
-251136.0,1308,1,,,,1308c1
15696.0,1308,0,,,,1308d1
-45254746691.0,1309,0,,,,1309a1
-155771.0,1309,2,,,,1309b1
-7761061.0,1309,1,,,,1309c1
-2620000.0,1310,1,,,,1310a1
-1073152000.0,1310,0,,,,1310b1
-13100000.0,1310,0,,,,1310c1
271377.0,1311,0,,,,1311a1
-954885294459.0,1311,1,,,,1311b1
-65944611.0,1311,1,,,,1311c1
-293901291.0,1311,1,,,,1311d1
2624.0,1312,1,,,,1312a1
2624.0,1312,1,,,,1312b1
-1313.0,1313,1,,,,1313a1
10169927073792.0,1314,1,,,,1314a1
1915812.0,1314,1,,,,1314b1
122611968.0,1314,1,,,,1314c1
7663248.0,1314,1,,,,1314d1
7847165952.0,1314,1,,,,1314e1
1810028524608.0,1314,0,,,,1314f1
17242308.0,1314,0,,,,1314g1
-1315.0,1315,1,,,,1315a1
-1315.0,1315,1,,,,1315b1
-1315.0,1315,1,,,,1315c1
-1315.0,1315,1,,,,1315d1
-20546875.0,1315,1,,,,1315e1
707595862016.0,1318,0,,,,1318a1
10544.0,1318,1,,,,1318b1
87120.0,1320,1,,,,1320a1
2640.0,1320,1,,,,1320b1
797202450000.0,1320,0,,,,1320c1
-3493076400.0,1320,1,,,,1320d1
63510480.0,1320,0,,,,1320e1
211200.0,1320,0,,,,1320f1
-356400.0,1320,1,,,,1320g1
-618750000.0,1320,1,,,,1320h1
-990000.0,1320,1,,,,1320i1
10541520.0,1320,0,,,,1320j1
784080.0,1320,1,,,,1320k1
-222750000.0,1320,0,,,,1320l1
-28868400.0,1320,0,,,,1320m1
2371842000.0,1320,1,,,,1320n1
-1321.0,1321,0,,,,1321a1
-1322.0,1322,0,,,,1322a1
-155649627.0,1323,1,,,,1323a1
-3176523.0,1323,0,,,,1323b1
22235661.0,1323,0,,,,1323c1
-794280046581.0,1323,0,,,,1323d1
-68641485507.0,1323,0,,,,1323e1
-1089547389.0,1323,0,,,,1323f1
-50039642934603.0,1323,0,,,,1323g1
145888171821.0,1323,0,,,,1323h1
9261.0,1323,0,,,,1323i1
794280046581.0,1323,0,,,,1323j1
-583443.0,1323,0,,,,1323k1
-425329947.0,1323,0,,,,1323l1
-1323.0,1323,1,,,,1323m1
1089547389.0,1323,1,,,,1323n1
-6751269.0,1323,1,,,,1323o1
-9261.0,1323,1,,,,1323p1
1089547389.0,1323,1,,,,1323q1
200120949.0,1323,1,,,,1323r1
6751269.0,1323,1,,,,1323s1
-5296.0,1324,2,,,,1324a1
-5296.0,1324,1,,,,1324b1
1325.0,1325,1,,,,1325a1
103515625.0,1325,0,,,,1325b1
-828125.0,1325,0,,,,1325c1
517578125.0,1325,0,,,,1325d1
33125.0,1325,2,,,,1325e1
20703125.0,1325,1,,,,1325f1
29358565696512.0,1326,1,,,,1326a1
-169728.0,1326,1,,,,1326b1
413712.0,1326,1,,,,1326c1
15251079168.0,1326,1,,,,1326d1
308834353152.0,1326,1,,,,1326e1
-1328.0,1328,1,,,,1328a1
-1328.0,1328,1,,,,1328b1
-21248.0,1328,0,,,,1328c1
-5439488.0,1328,1,,,,1328d1
-339968.0,1328,1,,,,1328e1
-11961.0,1329,1,,,,1329a1
-5127312834560.0,1330,1,,,,1330a1
-85120.0,1330,1,,,,1330b1
2723840.0,1330,0,,,,1330c1
-521360.0,1330,1,,,,1330d1
-65170.0,1330,1,,,,1330e1
-6650000.0,1330,1,,,,1330f1
-543553252480.0,1330,1,,,,1330g1
-340480.0,1330,1,,,,1330h1
-332500000.0,1330,1,,,,1330i1
-26693632000.0,1330,1,,,,1330j1
-431136432.0,1332,1,,,,1332a1
-591408.0,1332,1,,,,1332b1
3884112.0,1332,1,,,,1332c1
34957008.0,1332,1,,,,1332d1
6905088.0,1332,0,,,,1332e1
-245456.0,1334,1,,,,1334a1
-34421951708.0,1334,0,,,,1334b1
-1099018439936.0,1334,0,,,,1334c1
180225.0,1335,0,,,,1335a1
500625.0,1335,0,,,,1335b1
-12512983.0,1337,0,,,,1337a1
-7803216.0,1338,1,,,,1338a1
38243179.0,1339,1,,,,1339a1
-17407.0,1339,0,,,,1339b1
-3350000.0,1340,0,,,,1340a1
-216020017120000.0,1340,0,,,,1340b1
-5360.0,1340,1,,,,1340c1
162382.0,1342,1,,,,1342a1
1374208.0,1342,1,,,,1342b1
22515023872.0,1342,0,,,,1342c1
1342.0,1342,0,,,,1342d1
6598159.0,1343,1,,,,1343a1
-16515072.0,1344,1,,,,1344a1
21504.0,1344,1,,,,1344b1
4032.0,1344,0,,,,1344c1
-1354752.0,1344,0,,,,1344d1
1296243648.0,1344,0,,,,1344e1
4032.0,1344,0,,,,1344f1
-4227858432.0,1344,0,,,,1344g1
1296243648.0,1344,0,,,,1344h1
-150528.0,1344,0,,,,1344i1
-66382848.0,1344,1,,,,1344j1
36288.0,1344,0,,,,1344k1
-66382848.0,1344,0,,,,1344l1
-4227858432.0,1344,1,,,,1344m1
4032.0,1344,1,,,,1344n1
-150528.0,1344,1,,,,1344o1
-1354752.0,1344,1,,,,1344p1
4032.0,1344,1,,,,1344q1
-16515072.0,1344,0,,,,1344r1
36288.0,1344,0,,,,1344s1
21504.0,1344,0,,,,1344t1
-172288.0,1346,1,,,,1346a1
-981963.0,1347,0,,,,1347a1
-95779.0,1349,1,,,,1349a1
-1626668684503939.0,1349,0,,,,1349b1
-2700.0,1350,1,,,,1350a1
43200.0,1350,1,,,,1350b1
-4218750.0,1350,1,,,,1350c1
42187500.0,1350,0,,,,1350d1
-2834352000.0,1350,0,,,,1350e1
-3375000.0,1350,0,,,,1350f1
-69120000000.0,1350,0,,,,1350g1
4218750000.0,1350,0,,,,1350h1
-30754687500.0,1350,1,,,,1350i1
-60750000000.0,1350,1,,,,1350j1
196830000.0,1350,1,,,,1350k1
-1968300.0,1350,0,,,,1350l1
-843750.0,1350,0,,,,1350m1
-3075468750.0,1350,0,,,,1350n1
3075468750000.0,1350,0,,,,1350o1
270000.0,1350,1,,,,1350p1
-3888000.0,1350,1,,,,1350q1
-1687500000.0,1350,1,,,,1350r1
2700.0,1350,1,,,,1350s1
-42187500.0,1350,0,,,,1350t1
675000000.0,1350,0,,,,1350u1
-44286750000000.0,1350,0,,,,1350v1
-128508962816.0,1352,1,,,,1352a1
2704.0,1352,1,,,,1352b1
13051691536.0,1352,0,,,,1352c1
-11469763899.0,1353,0,,,,1353a1
4493313.0,1353,0,,,,1353b1
-491139.0,1353,1,,,,1353c1
6712233.0,1353,0,,,,1353d1
-709885952.0,1354,1,,,,1354a1
-6775.0,1355,0,,,,1355a1
-63265536.0,1356,0,,,,1356a1
-86784.0,1356,1,,,,1356b1
-48816.0,1356,1,,,,1356c1
-5424.0,1356,0,,,,1356d1
-1.3025812829614771e+22,1356,0,,,,1356e1
-86784.0,1356,0,,,,1356f1
-31211.0,1357,1,,,,1357a1
-695296.0,1358,1,,,,1358a1
-1358.0,1358,1,,,,1358b1
-21728.0,1358,1,,,,1358c1
-68139008.0,1358,1,,,,1358d1
